t,vEgo,aEgo,roll,targetLateralAcceleration,steerCommand
0.0,6.0,0.0,0.0,0.0,0.0
0.1,6.0,0.0,0.0,0.0,0.0
0.2,6.0,0.0,0.0,0.0,0.0
0.30000000000000004,6.0,0.0,0.0,0.0,0.0
0.4,6.0,0.0,0.0,0.0,0.0
0.5,6.0,0.0,0.0,0.0,0.0
0.6000000000000001,6.0,0.0,0.0,0.0,0.0
0.7000000000000001,6.0,0.0,0.0,0.0,0.0
0.8,6.0,0.0,0.0,0.0,0.0
0.9,6.0,0.0,0.0,0.0,0.0
1.0,6.0,0.0,0.0,0.0,0.0
1.1,6.0,0.0,0.0,0.0,0.0
1.2000000000000002,6.0,0.0,0.0,0.0,0.0
1.3,6.0,0.0,0.0,0.0,0.0
1.4000000000000001,6.0,0.0,0.0,0.0,0.0
1.5,6.0,0.0,0.0,0.0,0.0
1.6,6.0,0.0,0.0,0.0,0.0
1.7000000000000002,6.0,0.0,0.0,0.0,0.0
1.8,6.0,0.0,0.0,0.0,0.0
1.9000000000000001,6.0,0.0,0.0,0.0,0.0
2.0,6.0,0.0,0.0,0.0,0.0
2.1,6.0,0.0,0.0,0.0,0.0
2.2,6.0,0.0,0.0,0.0,0.0
2.3000000000000003,6.0,0.0,0.0,0.0,0.0
2.4000000000000004,6.0,0.0,0.0,0.0,0.0
2.5,6.0,0.0,0.0,0.0,0.0
2.6,6.0,0.0,0.0,0.0,0.0
2.7,6.0,0.0,0.0,0.0,0.0
2.8000000000000003,6.0,0.0,0.0,0.0,0.0
2.9000000000000004,6.0,0.0,0.0,0.0,0.0
3.0,6.0,0.0,0.0,0.0,0.0
3.1,6.0,0.0,0.0,0.0,0.0
3.2,6.0,0.0,0.0,0.0,0.0
3.3000000000000003,6.0,0.0,0.0,0.0,0.0
3.4000000000000004,6.0,0.0,0.0,0.0,0.0
3.5,6.0,0.0,0.0,0.0,0.0
3.6,6.0,0.0,0.0,0.0,0.0
3.7,6.0,0.0,0.0,0.0,0.0
3.8000000000000003,6.0,0.0,0.0,0.0,0.0
3.9000000000000004,6.0,0.0,0.0,0.0,0.0
4.0,6.0,0.0,0.0,0.0,0.0
4.1000000000000005,6.0,0.0,0.0,0.0,0.0
4.2,6.0,0.0,0.0,0.0,0.0
4.3,6.0,0.0,0.0,0.0,0.0
4.4,6.0,0.0,0.0,0.0,0.0
4.5,6.0,0.0,0.0,0.0,0.0
4.6000000000000005,6.0,0.0,0.0,0.0,0.0
4.7,6.0,0.0,0.0,0.0,0.0
4.800000000000001,6.0,0.0,0.0,0.0,0.0
4.9,6.0,0.0,0.0,0.0,0.0
5.0,6.0,0.0,0.0,0.0,0.0
5.1000000000000005,6.0,0.0,0.0,0.0,0.0
5.2,6.0,0.0,0.0,0.0,0.0
5.300000000000001,6.0,0.0,0.0,0.0,0.0
5.4,6.0,0.0,0.0,0.0,0.0
5.5,6.0,0.0,0.0,0.0,0.0
5.6000000000000005,6.0,0.0,0.0,0.0,0.0
5.7,6.0,0.0,0.0,0.0,0.0
5.800000000000001,6.0,0.0,0.0,0.0,0.0
5.9,6.0,0.0,0.0,0.0,0.0
6.0,6.0,0.0,0.0,0.0,0.0
6.1000000000000005,6.0,0.0,0.0,0.0,0.0
6.2,6.0,0.0,0.0,0.0,0.0
6.300000000000001,6.0,0.0,0.0,0.0,0.0
6.4,6.0,0.0,0.0,0.0,0.0
6.5,6.0,0.0,0.0,0.0,0.0
6.6000000000000005,6.0,0.0,0.0,0.0,0.0
6.7,6.0,0.0,0.0,0.0,0.0
6.800000000000001,6.0,0.0,0.0,0.0,0.0
6.9,6.0,0.0,0.0,0.0,0.0
7.0,6.0,0.0,0.0,0.0,0.0
7.1000000000000005,6.0,0.0,0.0,0.0,0.0
7.2,6.0,0.0,0.0,0.0,0.0
7.300000000000001,6.0,0.0,0.0,0.0,0.0
7.4,6.0,0.0,0.0,0.0,0.0
7.5,6.0,0.0,0.0,0.0,0.0
7.6000000000000005,6.0,0.0,0.0,0.0,0.0
7.7,6.0,0.0,0.0,0.0,0.0
7.800000000000001,6.0,0.0,0.0,0.0,0.0
7.9,6.0,0.0,0.0,0.0,0.0
8.0,6.0,0.0,0.0,0.0,0.0
8.1,6.0,0.0,0.0,0.0,0.0
8.200000000000001,6.0,0.0,0.0,0.0,0.0
8.3,6.0,0.0,0.0,0.0,0.0
8.4,6.0,0.0,0.0,0.0,0.0
8.5,6.0,0.0,0.0,0.0,0.0
8.6,6.0,0.0,0.0,0.0,0.0
8.700000000000001,6.0,0.0,0.0,0.0,0.0
8.8,6.0,0.0,0.0,0.0,0.0
8.9,6.0,0.0,0.0,0.0,0.0
9.0,6.0,0.0,0.0,0.0,0.0
9.1,6.0,0.0,0.0,0.0,0.0
9.200000000000001,6.0,0.0,0.0,0.0,0.0
9.3,6.0,0.0,0.0,0.0,0.0
9.4,6.0,0.0,0.0,0.0,0.0
9.5,6.0,0.0,0.0,0.0,0.0
9.600000000000001,6.0,0.0,0.0,0.0,0.0
9.700000000000001,6.0,0.0,0.0,0.0,0.0
9.8,6.0,0.0,0.0,0.0,0.0
9.9,6.0,0.0,0.0,0.0,0.0
10.0,6.0,0.0,0.0,0.0,
10.100000000000001,6.0,0.0,0.0,0.0,
10.200000000000001,6.0,0.0,0.0,0.0,
10.3,6.0,0.0,0.0,0.0,
10.4,6.0,0.0,0.0,0.0,
10.5,6.0,0.0,0.0,0.0,
10.600000000000001,6.0,0.0,0.0,0.0,
10.700000000000001,6.0,0.0,0.0,0.0,
10.8,6.0,0.0,0.0,0.0,
10.9,6.0,0.0,0.0,0.0,
11.0,6.0,0.0,0.0,0.0,
11.100000000000001,6.0,0.0,0.0,0.0,
11.200000000000001,6.0,0.0,0.0,0.0,
11.3,6.0,0.0,0.0,0.0,
11.4,6.0,0.0,0.0,0.0,
11.5,6.0,0.0,0.0,0.0,
11.600000000000001,6.0,0.0,0.0,0.0,
11.700000000000001,6.0,0.0,0.0,0.0,
11.8,6.0,0.0,0.0,0.0,
11.9,6.0,0.0,0.0,0.0,
12.0,6.0,0.0,0.0,0.0,
12.100000000000001,6.0,0.0,0.0,0.0,
12.200000000000001,6.0,0.0,0.0,0.0,
12.3,6.0,0.0,0.0,0.0,
12.4,6.0,0.0,0.0,0.0,
12.5,6.0,0.0,0.0,0.0,
12.600000000000001,6.0,0.0,0.0,0.0,
12.700000000000001,6.0,0.0,0.0,0.0,
12.8,6.0,0.0,0.0,0.0,
12.9,6.0,0.0,0.0,0.0,
13.0,6.0,0.0,0.0,0.0,
13.100000000000001,6.0,0.0,0.0,0.0,
13.200000000000001,6.0,0.0,0.0,0.0,
13.3,6.0,0.0,0.0,0.0,
13.4,6.0,0.0,0.0,0.0,
13.5,6.0,0.0,0.0,0.0,
13.600000000000001,6.0,0.0,0.0,0.0,
13.700000000000001,6.0,0.0,0.0,0.0,
13.8,6.0,0.0,0.0,0.0,
13.9,6.0,0.0,0.0,0.0,
14.0,6.0,0.0,0.0,0.0,
14.100000000000001,6.0,0.0,0.0,0.0,
14.200000000000001,6.0,0.0,0.0,0.0,
14.3,6.0,0.0,0.0,0.0,
14.4,6.0,0.0,0.0,0.0,
14.5,6.0,0.0,0.0,0.0,
14.600000000000001,6.0,0.0,0.0,0.0,
14.700000000000001,6.0,0.0,0.0,0.0,
14.8,6.0,0.0,0.0,0.0,
14.9,6.0,0.0,0.0,0.0,
15.0,6.0,0.0,0.0,0.0,
15.100000000000001,6.0,0.0,0.0,0.0,
15.200000000000001,6.0,0.0,0.0,0.0,
