t,vEgo,aEgo,roll,targetLateralAcceleration,steerCommand
0.0,33.0,0.0,0.0,0.0,0.0
0.1,33.0,0.0,0.0,0.0,0.0
0.2,33.0,0.0,0.0,0.0,0.0
0.30000000000000004,33.0,0.0,0.0,0.0,0.0
0.4,33.0,0.0,0.0,0.0,0.0
0.5,33.0,0.0,0.0,0.0,0.0
0.6000000000000001,33.0,0.0,0.0,0.0,0.0
0.7000000000000001,33.0,0.0,0.0,0.0,0.0
0.8,33.0,0.0,0.0,0.0,0.0
0.9,33.0,0.0,0.0,0.0,0.0
1.0,33.0,0.0,0.0,0.0,0.0
1.1,33.0,0.0,0.0,0.0,0.0
1.2000000000000002,33.0,0.0,0.0,0.0,0.0
1.3,33.0,0.0,0.0,0.0,0.0
1.4000000000000001,33.0,0.0,0.0,0.0,0.0
1.5,33.0,0.0,0.0,0.0,0.0
1.6,33.0,0.0,0.0,0.0,0.0
1.7000000000000002,33.0,0.0,0.0,0.0,0.0
1.8,33.0,0.0,0.0,0.0,0.0
1.9000000000000001,33.0,0.0,0.0,0.0,0.0
2.0,33.0,0.0,0.0,0.0,0.0
2.1,33.0,0.0,0.0,0.0,0.0
2.2,33.0,0.0,0.0,0.0,0.0
2.3000000000000003,33.0,0.0,0.0,0.0,0.0
2.4000000000000004,33.0,0.0,0.0,0.0,0.0
2.5,33.0,0.0,0.0,0.0,0.0
2.6,33.0,0.0,0.0,0.0,0.0
2.7,33.0,0.0,0.0,0.0,0.0
2.8000000000000003,33.0,0.0,0.0,0.0,0.0
2.9000000000000004,33.0,0.0,0.0,0.0,0.0
3.0,33.0,0.0,0.0,0.0,0.0
3.1,33.0,0.0,0.0,0.0,0.0
3.2,33.0,0.0,0.0,0.0,0.0
3.3000000000000003,33.0,0.0,0.0,0.0,0.0
3.4000000000000004,33.0,0.0,0.0,0.0,0.0
3.5,33.0,0.0,0.0,0.0,0.0
3.6,33.0,0.0,0.0,0.0,0.0
3.7,33.0,0.0,0.0,0.0,0.0
3.8000000000000003,33.0,0.0,0.0,0.0,0.0
3.9000000000000004,33.0,0.0,0.0,0.0,0.0
4.0,33.0,0.0,0.0,0.0,0.0
4.1000000000000005,33.0,0.0,0.0,0.0,0.0
4.2,33.0,0.0,0.0,0.0,0.0
4.3,33.0,0.0,0.0,0.0,0.0
4.4,33.0,0.0,0.0,0.0,0.0
4.5,33.0,0.0,0.0,0.0,0.0
4.6000000000000005,33.0,0.0,0.0,0.0,0.0
4.7,33.0,0.0,0.0,0.0,0.0
4.800000000000001,33.0,0.0,0.0,0.0,0.0
4.9,33.0,0.0,0.0,0.0,0.0
5.0,33.0,0.0,0.0,0.0,0.0
5.1000000000000005,33.0,0.0,0.0,0.0,0.0
5.2,33.0,0.0,0.0,0.0,0.0
5.300000000000001,33.0,0.0,0.0,0.0,0.0
5.4,33.0,0.0,0.0,0.0,0.0
5.5,33.0,0.0,0.0,0.0,0.0
5.6000000000000005,33.0,0.0,0.0,0.0,0.0
5.7,33.0,0.0,0.0,0.0,0.0
5.800000000000001,33.0,0.0,0.0,0.0,0.0
5.9,33.0,0.0,0.0,0.0,0.0
6.0,33.0,0.0,0.0,0.0,0.0
6.1000000000000005,33.0,0.0,0.0,0.0,0.0
6.2,33.0,0.0,0.0,0.0,0.0
6.300000000000001,33.0,0.0,0.0,0.0,0.0
6.4,33.0,0.0,0.0,0.0,0.0
6.5,33.0,0.0,0.0,0.0,0.0
6.6000000000000005,33.0,0.0,0.0,0.0,0.0
6.7,33.0,0.0,0.0,0.0,0.0
6.800000000000001,33.0,0.0,0.0,0.0,0.0
6.9,33.0,0.0,0.0,0.0,0.0
7.0,33.0,0.0,0.0,0.0,0.0
7.1000000000000005,33.0,0.0,0.0,0.0,0.0
7.2,33.0,0.0,0.0,0.0,0.0
7.300000000000001,33.0,0.0,0.0,0.0,0.0
7.4,33.0,0.0,0.0,0.0,0.0
7.5,33.0,0.0,0.0,0.0,0.0
7.6000000000000005,33.0,0.0,0.0,0.0,0.0
7.7,33.0,0.0,0.0,0.0,0.0
7.800000000000001,33.0,0.0,0.0,0.0,0.0
7.9,33.0,0.0,0.0,0.0,0.0
8.0,33.0,0.0,0.0,0.0,0.0
8.1,33.0,0.0,0.0,0.0,0.0
8.200000000000001,33.0,0.0,0.0,0.0,0.0
8.3,33.0,0.0,0.0,0.0,0.0
8.4,33.0,0.0,0.0,0.0,0.0
8.5,33.0,0.0,0.0,0.0,0.0
8.6,33.0,0.0,0.0,0.0,0.0
8.700000000000001,33.0,0.0,0.0,0.0,0.0
8.8,33.0,0.0,0.0,0.0,0.0
8.9,33.0,0.0,0.0,0.0,0.0
9.0,33.0,0.0,0.0,0.0,0.0
9.1,33.0,0.0,0.0,0.0,0.0
9.200000000000001,33.0,0.0,0.0,0.0,0.0
9.3,33.0,0.0,0.0,0.0,0.0
9.4,33.0,0.0,0.0,0.0,0.0
9.5,33.0,0.0,0.0,0.0,0.0
9.600000000000001,33.0,0.0,0.0,0.0,0.0
9.700000000000001,33.0,0.0,0.0,0.0,0.0
9.8,33.0,0.0,0.0,0.0,0.0
9.9,33.0,0.0,0.0,0.0,0.0
10.0,33.0,0.0,0.0,0.0,
10.100000000000001,33.0,0.0,0.0,0.0,
10.200000000000001,33.0,0.0,0.0,0.0,
10.3,33.0,0.0,0.0,0.0,
10.4,33.0,0.0,0.0,0.0,
10.5,33.0,0.0,0.0,0.0,
10.600000000000001,33.0,0.0,0.0,0.0,
10.700000000000001,33.0,0.0,0.0,0.0,
10.8,33.0,0.0,0.0,0.0,
10.9,33.0,0.0,0.0,0.0,
11.0,33.0,0.0,0.0,0.0,
11.100000000000001,33.0,0.0,0.0,0.0,
11.200000000000001,33.0,0.0,0.0,0.0,
11.3,33.0,0.0,0.0,0.0,
11.4,33.0,0.0,0.0,0.0,
11.5,33.0,0.0,0.0,0.0,
11.600000000000001,33.0,0.0,0.0,0.0,
11.700000000000001,33.0,0.0,0.0,0.0,
11.8,33.0,0.0,0.0,0.0,
11.9,33.0,0.0,0.0,0.0,
12.0,33.0,0.0,0.0,0.0,
12.100000000000001,33.0,0.0,0.0,0.0,
12.200000000000001,33.0,0.0,0.0,0.0,
12.3,33.0,0.0,0.0,0.0,
12.4,33.0,0.0,0.0,0.0,
12.5,33.0,0.0,0.0,0.0,
12.600000000000001,33.0,0.0,0.0,0.0,
12.700000000000001,33.0,0.0,0.0,0.0,
12.8,33.0,0.0,0.0,0.0,
12.9,33.0,0.0,0.0,0.0,
13.0,33.0,0.0,0.0,0.0,
13.100000000000001,33.0,0.0,0.0,0.0,
13.200000000000001,33.0,0.0,0.0,0.0,
13.3,33.0,0.0,0.0,0.0,
13.4,33.0,0.0,0.0,0.0,
13.5,33.0,0.0,0.0,0.0,
13.600000000000001,33.0,0.0,0.0,0.0,
13.700000000000001,33.0,0.0,0.0,0.0,
13.8,33.0,0.0,0.0,0.0,
13.9,33.0,0.0,0.0,0.0,
14.0,33.0,0.0,0.0,0.0,
14.100000000000001,33.0,0.0,0.0,0.0,
14.200000000000001,33.0,0.0,0.0,0.0,
