t,vEgo,aEgo,roll,rollLateralAcceleration,targetLateralAcceleration,currentLateralAcceleration,steerCommand
20,15.694360943145456,-0.3198050663287823,0.043609440986963,0.4276730290922464,0.2650296526417488,0.2650296526417488,-0.167677007636034
21,15.669831189038469,-0.3774165002791414,0.0454662438461452,0.4458701994649953,0.2660567569356408,0.2660567569356408,-0.1777828230690943
22,15.594260994052677,-0.5914235913146311,0.0451945459135289,0.44320758073239136,0.2491844825276078,0.2491844825276078,-0.1870259593636547
23,15.573099239890874,-0.3781677438806645,0.04492284798091269,0.44054492928230843,0.2334028781715883,0.2334028781715883,-0.2414771370074186
24,15.507070937086151,-0.5726351271379823,0.0416374740145649,0.408345606163364,0.1234202837542462,0.1234202837542462,-0.2521877935518515
25,15.469623265561708,-0.4852668055584287,0.03820491267821429,0.37469902510701536,0.0744685074055663,0.0744685074055663,-0.2646903581285961
26,15.437331954834344,-0.5102661309977328,0.0345658078558684,0.3390230551417692,0.0208554006931754,0.0208554006931754,-0.2575398612819681
27,15.398906182082056,-0.4399952787753866,0.0306349483254592,0.300481837555722,-0.0072342736057732,-0.0072342736057732,-0.2424382535206302
28,15.381812994967424,-0.2542878928579232,0.026704088795050103,0.2619359770334714,-0.023981821993506,-0.023981821993506,-0.2609681161927796
29,15.364605848558758,-0.2217597696266612,0.0255939585407138,0.2510493228499536,-0.0614978485307297,-0.0614978485307297,-0.3047224051355271
30,15.316027933884236,-0.4184436368821446,0.0246372667552615,0.24166713668388645,-0.1341382289734775,-0.1341382289734775,-0.3107579408094855
31,15.276430172706718,-0.4836103975767705,0.0250057842009431,0.24528117919920975,-0.1391661045962423,-0.1391661045962423,-0.3690824927683217
32,15.248423675501826,-0.3403379422263994,0.0271797864422172,0.26660087734503896,-0.2034997842954972,-0.2034997842954972,-0.3838234000501523
33,15.223294955786644,-0.2503019356261074,0.029353788683491304,0.2879193154594382,-0.2039694771983005,-0.2039694771983005,-0.4057125222199396
34,15.169973977414946,-0.4005266454720996,0.0319149757392656,0.3130327649483324,-0.211299798533489,-0.211299798533489,-0.4407682913813478
35,15.128685734002543,-0.4200629406205243,0.0345021863208162,0.338399300012161,-0.2386102795644704,-0.2386102795644704,-0.4570976763161597
36,15.131152865483076,-0.1639224240377748,0.0366202995348126,0.35916484975735075,-0.2427410721798746,-0.2427410721798746,-0.4862325577348035
37,15.08382579572512,-0.3358178887804168,0.0381445610987664,0.3741074074599524,-0.2722819531898542,-0.2722819531898542,-0.5029133243720991
38,15.07241078497522,-0.1321377583983957,0.0396688226627201,0.38904909597155385,-0.2831468094697653,-0.2831468094697653,-0.5093633000405311
39,15.050622226212749,-0.206387578924384,0.0410173730304869,0.40226760977838244,-0.2798327158314126,-0.2798327158314126,-0.5168583049467639
40,15.020624353249602,-0.285850623505383,0.0423480198767338,0.4153099160097921,-0.2782963473196647,-0.2782963473196647,-0.5312373040411085
41,15.020316565835993,-0.1189719779627536,0.0440388045817306,0.43188104183111936,-0.2843190598986697,-0.2843190598986697,-0.5468618527114346
42,15.054121671247604,0.1875422688627562,0.0461699815869431,0.45276662139509993,-0.2884239620587172,-0.2884239620587172,-0.5556320452834095
43,15.048055128190835,0.0185764372272498,0.04830115859215559,0.47365014453215604,-0.2814601999240506,-0.2814601999240506,-0.5659754517306274
44,15.032777540252674,-0.0882599914473931,0.0502411250298034,0.49265811663189435,-0.2788791780746382,-0.2788791780746382,-0.572474993609204
45,15.036034470543276,0.0004241471692667,0.05216564523396739,0.5115129132645984,-0.2704940833830477,-0.2704940833830477,-0.5530621909472642
46,15.063412190818305,0.1317400143356628,0.0543175931289558,0.5325936043092122,-0.2185388675181674,-0.2185388675181674,-0.5159120495029395
47,15.077386223169349,0.2014079608818216,0.0567504382965834,0.5564230169656782,-0.1361113236355817,-0.1361113236355817,-0.5254787875353562
48,15.067608959022124,0.1331452986376528,0.0591832834642109,0.5802491363030432,-0.127232867631787,-0.127232867631787,-0.5196891454077988
49,15.091135250568762,0.2149411698469007,0.0589791883017975,0.5782504561328088,-0.1203062360138656,-0.1203062360138656,-0.5169794022686244
50,15.109445968308355,0.2101124713781361,0.0585584591444181,0.5741302285517744,-0.1203086880250862,-0.1203086880250862,-0.5034147092047937
51,15.136571818013456,0.2246809084511911,0.0577826564832976,0.5665324774735873,-0.1068938999087001,-0.1068938999087001,-0.4958151616973569
52,15.166193284545145,0.2675938571095312,0.0565278508560871,0.5542429357015136,-0.1075609748277583,-0.1075609748277583,-0.4606824455973329
53,15.18563009695496,0.21928685289828,0.0552730452288766,0.5419525212534554,-0.0657801468797325,-0.0657801468797325,-0.4574133176113886
54,15.19912748649956,0.1784611368984874,0.05503359404678539,0.5396070769799048,-0.0632058729335653,-0.0632058729335653,-0.4508487342677702
55,15.249016142634815,0.4078893728129625,0.0548682604964849,0.5379876030187718,-0.0551015210632839,-0.0551015210632839,-0.3538306090382593
56,15.29229703261134,0.4234919362141221,0.0534241009919182,0.5238411622032604,0.0761054033360073,0.0761054033360073,-0.3297110705749477
57,15.329119375166115,0.4084535497402585,0.0502068507467392,0.4923223098883298,0.0799257986941707,0.0799257986941707,-0.302370681087674
58,15.383501741340988,0.5305647148459822,0.0469896005015602,0.4607983616976851,0.0881540674782091,0.0881540674782091,-0.3051777389801608
59,15.428122624032222,0.4784496432493477,0.0464938108522128,0.45593997739060926,0.0790265530543832,0.0790265530543832,-0.2928220094532993
