t,vEgo,aEgo,roll,rollLateralAcceleration,targetLateralAcceleration,currentLateralAcceleration,steerCommand
20,19.831842312176157,0.2437329397142999,-0.0260446703740902,-0.25546933221772666,-0.3775689202261887,-0.3775689202261887,0.0897162581185058
21,19.84967278418628,0.2052742383447011,-0.0257411127292919,-0.2524924299324469,-0.3728941171713444,-0.3728941171713444,0.0885305479264711
22,19.87293663388369,0.2331557838721407,-0.0254375550844937,-0.24951550438068681,-0.3681025066707937,-0.3681025066707937,0.088332714342033
23,19.89119426963058,0.2103452327003843,-0.0251361181105464,-0.24655935304654006,-0.3573545240747401,-0.3573545240747401,0.0914619474027635
24,19.90393950656843,0.1724185324464207,-0.0248351234922689,-0.2436075174799078,-0.3561393877202366,-0.3561393877202366,0.0976062089141263
25,19.914739142921217,0.149753714987162,-0.0247186098427098,-0.24246486940001374,-0.3552705323772556,-0.3552705323772556,0.0974248781707201
26,19.917548113615297,0.0941423514529074,-0.0249796689573457,-0.24502506866832757,-0.3531778905517964,-0.3531778905517964,0.1016943882495516
27,19.92838087274568,0.1294234584625693,-0.0252407280719816,-0.24758525123772704,-0.3465866823682306,-0.3465866823682306,0.1011454888637633
28,19.93612075753098,0.1177954036904204,-0.0254475650370678,-0.24961367023431663,-0.3488688600448986,-0.3488688600448986,0.0984737534742212
29,19.94915862370705,0.1728552828881363,-0.0256432136361353,-0.25153235678215957,-0.3444115675760517,-0.3444115675760517,0.1047497293147356
30,19.963990910016943,0.1915052216694534,-0.0255454311923861,-0.2505734251784589,-0.3442376696883018,-0.3442376696883018,0.1034158116229713
31,19.978680536060207,0.183261159847211,-0.0248731038053253,-0.2439799892784139,-0.3415881602042178,-0.3415881602042178,0.1013439334804155
32,19.99694071485433,0.1881113419781028,-0.0242007764182645,-0.2373864430935343,-0.3256155599270421,-0.3256155599270421,0.0983687256614441
33,20.015403860703632,0.2035441307726792,-0.0238632457180339,-0.23407622305826423,-0.3242498027767344,-0.3242498027767344,0.1000561084297293
34,20.028139240391816,0.155683581930657,-0.0235943321262925,-0.23143892337840294,-0.3246692133244144,-0.3246692133244144,0.10728291258506
35,20.05047960334928,0.2063925130048136,-0.0233407747628366,-0.2289522105555112,-0.3265642094463751,-0.3265642094463751,0.1094840026024066
36,20.07206278125965,0.2102874472143023,-0.0231176564422218,-0.22676401034012605,-0.3218158028179096,-0.3218158028179096,0.1158901867098202
37,20.087269151104955,0.1630108563431348,-0.022894538121607,-0.22457579883602374,-0.3088211684848322,-0.3088211684848322,0.1214339944314177
38,20.10033428940888,0.1274211665125653,-0.0225897404045408,-0.22158650644813765,-0.3025178599769301,-0.3025178599769301,0.1220602011945241
39,20.11266752890925,0.0968325430885733,-0.0222672637968602,-0.21842380658590643,-0.2897635923707352,-0.2897635923707352,0.1266753780388704
40,20.124125860555104,0.0865298554768574,-0.0218720557106229,-0.2145477594296736,-0.2775769726867151,-0.2775769726867151,0.1310967328656329
41,20.1370727393166,0.0828895710615287,-0.0213206736904884,-0.20913996323189615,-0.2711987892762266,-0.2711987892762266,0.1314469184765078
42,20.149538415380256,0.0786572973084256,-0.0207692916703539,-0.20373210345094273,-0.2588562948987762,-0.2588562948987762,0.1348966577526869
43,20.160241560789284,0.0697103005220473,-0.0209081403879468,-0.20509391363146914,-0.253572370038679,-0.253572370038679,0.1412931040685311
44,20.168173315026557,0.0740869841733279,-0.0211895751310739,-0.20785417686612895,-0.2557856059777668,-0.2557856059777668,0.1376293323350466
45,20.17547356627381,0.0703463651581109,-0.0215938783357476,-0.21181948382986818,-0.2545639050829159,-0.2545639050829159,0.1359057264277927
46,20.191297427386623,0.1152247862682522,-0.0222677380226298,-0.21842845758738794,-0.2515392162182293,-0.2515392162182293,0.1357364033838231
47,20.20967089094415,0.1716522921843334,-0.0229415977095121,-0.22503733215941615,-0.2635847064015902,-0.2635847064015902,0.1546854647447417
48,20.226398976145045,0.1810920232944886,-0.0230311282221786,-0.22591539446514458,-0.2669964386406104,-0.2669964386406104,0.1670998745040717
49,20.245868452802227,0.1938946918471266,-0.0229991040858968,-0.22560132088828766,-0.2668782060980221,-0.2668782060980221,0.170639627144281
50,20.265383293281705,0.2062617109661887,-0.0228134081323675,-0.22378012147980123,-0.2365401950609347,-0.2365401950609347,0.1712631620024495
51,20.27858098441176,0.1873624587400224,-0.0223096596989431,-0.21883960708417052,-0.2128650003425212,-0.2128650003425212,0.1727703041814773
52,20.288785756761666,0.1536918788526717,-0.0218059112655187,-0.2138990371552587,-0.2025504690912195,-0.2025504690912195,0.1702292462695045
53,20.295098344374377,0.1115109500335082,-0.0214094620389348,-0.2100107781433073,-0.1976980411466959,-0.1976980411466959,0.1701602985553959
54,20.2992149315482,0.0799749113412217,-0.0210332603187506,-0.2063210702688964,-0.1917191911438104,-0.1917191911438104,0.1684263643081378
55,20.296656944483225,0.0305372519569818,-0.020815016386957,-0.20418056596507794,-0.1934212729839946,-0.1934212729839946,0.1747314469908965
56,20.29165458430192,-0.0085668382505337,-0.0209292446095905,-0.2053009007496092,-0.1946643560471905,-0.1946643560471905,0.1793955732245047
57,20.28972994842566,-0.0223661891821385,-0.0210434728322239,-0.20642123285535546,-0.1984061232376167,-0.1984061232376167,0.1790097877302452
58,20.293356891460057,0.0012785013104627,-0.02163378876761,-0.2122109137188492,-0.1946723259316048,-0.1946723259316048,0.1774651130863669
59,20.283841431395743,-0.0534405550501121,-0.0223194293676488,-0.21893542367381913,-0.1943933305979966,-0.1943933305979966,0.1783758843919082
60,20.28439678999256,-0.0427991021030399,-0.0229555926608657,-0.22517458648258892,-0.2012128226215765,-0.2012128226215765,0.1732304103718525
61,20.278577138757505,-0.0726976010505733,-0.0234891418924472,-0.23040729312253155,-0.2088003904259126,-0.2088003904259126,0.1676765913236333
62,20.2751961961768,-0.0766852911421855,-0.0240226911240287,-0.2356399341713296,-0.2126715134342453,-0.2126715134342453,0.1669281208593004
63,20.2752497773276,-0.0520932052326013,-0.0239547785949267,-0.2349739039436051,-0.219769422894147,-0.219769422894147,0.1612271319269086
64,20.27201608402489,-0.0585770021419311,-0.0237603224442606,-0.23306683197352354,-0.2262473938191233,-0.2262473938191233,0.1530001478684565
65,20.265115160037325,-0.0841220611925197,-0.0235058521846951,-0.2305711758365955,-0.2249049286068287,-0.2249049286068287,0.1551893632965709
66,20.27053532363956,-0.0173224855387541,-0.023123995316426,-0.2268261780757835,-0.2297258222004808,-0.2297258222004808,0.170838947637303
67,20.27153672247397,-0.0041695735847193,-0.0227421384481568,-0.22308114724038705,-0.2383546075430875,-0.2383546075430875,0.1694516088240213
68,20.27003912147473,-0.0131586159877555,-0.0225060642936822,-0.22076585245854125,-0.2327522313659633,-0.2327522313659633,0.1751511944155314
69,20.26709312919219,-0.0061936096895745,-0.0223008617683124,-0.21875332085389776,-0.2071859137158225,-0.2071859137158225,0.181443122720133
70,20.270881811501148,0.0362136666886112,-0.0220713827062547,-0.21650268528212122,-0.2070123508725373,-0.2070123508725373,0.1793333020626427
71,20.274343128521487,0.0562954230370802,-0.0217918111373488,-0.21376074776131263,-0.1956622107636748,-0.1956622107636748,0.1775267444610557
72,20.277097728032757,0.0514130706471278,-0.0215122395684428,-0.2110187935329071,-0.1834113636999529,-0.1834113636999529,0.1748541738427282
73,20.281719979473596,0.0512822020198414,-0.0214506086310967,-0.21041433352896996,-0.1859746732093708,-0.1859746732093708,0.1693376820322657
74,20.28565139827026,0.062189838605828,-0.0214343320261756,-0.2102546967405917,-0.1885270373260818,-0.1885270373260818,0.1638433527882053
75,20.29010641208825,0.0772006251653366,-0.021314318928534897,-0.20907763718140396,-0.1913663873193812,-0.1913663873193812,0.1593103650355885
76,20.290701871647943,0.0500775985987151,-0.0209931386578167,-0.20592756366846335,-0.1965349412968881,-0.1965349412968881,0.1548454284845615
77,20.296451866327484,0.102897916569518,-0.0206719583870985,-0.20277746891270135,-0.2016443936829017,-0.2016443936829017,0.1507597710881155
78,20.29350237972587,0.0346358278577897,-0.0201017688423761,-0.19718507192382703,-0.2028891986458915,-0.2028891986458915,0.1463515122916688
79,20.29954652082055,0.0651310482886051,-0.0194803788506148,-0.19109042999235132,-0.2034935535899047,-0.2034935535899047,0.1432753937037331
80,20.31560567402219,0.1294645902047807,-0.0189370269589134,-0.18576113133854008,-0.2042565700388449,-0.2042565700388449,0.1410259659573783
81,20.31768705460621,0.0541319646273616,-0.0185573068274228,-0.18203673144869295,-0.2071539241914781,-0.2071539241914781,0.1387512712383501
82,20.33493444872628,0.115387999655363,-0.0181775866959323,-0.17831230531144807,-0.2079983806874586,-0.2079983806874586,0.1361028456141636
83,20.3506661227462,0.119131111770487,-0.0178604299823677,-0.1752015030476396,-0.2082192384960034,-0.2082192384960034,0.1346146772215881
84,20.36569199351462,0.116736227085794,-0.0175565352466206,-0.17222076312815424,-0.2086108654143093,-0.2086108654143093,0.1336486641003096
85,20.373948335756506,0.0763754458186462,-0.0173225829688408,-0.16992604028905714,-0.2102708431404367,-0.2102708431404367,0.1322693957710602
86,20.396794699719244,0.1489437981956463,-0.017233197243334,-0.1690492972034852,-0.2115623336062918,-0.2115623336062918,0.1270888891889028
87,20.4107570672198,0.1392058220348217,-0.0171438115178273,-0.16817255276724274,-0.2120961855718804,-0.2120961855718804,0.1217691738548029
88,20.427837066388,0.154169365372625,-0.0171737025182521,-0.16846574031553338,-0.2144124405358375,-0.2144124405358375,0.1147320101823358
89,20.448167616183422,0.178426599263828,-0.0172308853401489,-0.16902662080045833,-0.2227002792424431,-0.2227002792424431,0.1127327352223002
90,20.47039790411148,0.206844339055633,-0.0171180120369964,-0.16791949699674252,-0.2295240499324034,-0.2295240499324034,0.1095127652837429
91,20.49059070680678,0.2200189657775591,-0.0166595673268088,-0.16342279580518754,-0.2355425391020627,-0.2355425391020627,0.1082500535041171
92,20.507700761885808,0.2215058341549631,-0.0162011226166211,-0.1589260602668095,-0.2340040000115757,-0.2340040000115757,0.1086534329229159
93,20.52368462337756,0.204041794612355,-0.0161410963590523,-0.15833727967300756,-0.2382088898006519,-0.2382088898006519,0.1015777707085267
94,20.541940120623075,0.2037627977819806,-0.016153414865381,-0.1584581084663008,-0.2401801709106224,-0.2401801709106224,0.095647361374322
95,20.562745728058303,0.2231862478004601,-0.0163075430217561,-0.15996990653167717,-0.2410347254079875,-0.2410347254079875,0.0831685024977587
96,20.58130233469602,0.2136831619153699,-0.016764547406359,-0.16445250657293306,-0.2560984280835374,-0.2560984280835374,0.0804012235810684
97,20.59911625762676,0.1886605821419119,-0.017221551790962,-0.16893507226778992,-0.2694436775260105,-0.2694436775260105,0.0814998710263531
98,20.619085880230983,0.1896296016589198,-0.017195903397601,-0.1686834987840465,-0.2878750526201947,-0.2878750526201947,0.0779059455026371
99,20.63717609491255,0.1900290663193861,-0.0170829275177628,-0.1675753681853274,-0.290884005210119,-0.290884005210119,0.0740195095836831
100,20.650109303363223,0.1470317723884322,-0.0169417835608001,-0.1661909463326879,-0.2878275703634146,-0.27859237536656867,0.009584673279269701
101,20.66603342223096,0.140677116711911,-0.0167389324305324,-0.16420125891686127,-0.2912012940869775,-0.29814271749755594,0.006420766734840067
102,20.68547627915935,0.1540927469779836,-0.0165360813002647,-0.1622115647443858,-0.2950091595024312,-0.32746823069403685,0.008139290488901312
103,20.706570363239003,0.1811844451171604,-0.016317499691181,-0.1600675684634546,-0.3117282896083279,-0.3665689149560114,0.012337742262258448
104,20.723270573771707,0.1682599487298422,-0.0160953839005648,-0.1578888987057539,-0.3206878324723962,-0.3861192570869987,0.02187403089292362
105,20.738704384275263,0.1536832869864668,-0.0160310910205115,-0.1572582669214899,-0.3851272897630675,-0.3861192570869987,0.017196453766730638
106,20.75931161779731,0.192174409033928,-0.0162975894206248,-0.15987227468000395,-0.4048714408821097,-0.3861192570869987,0.010138442824852292
107,20.774800499718417,0.1747337058481769,-0.0165640878207381,-0.1624862710841657,-0.4053225030531271,-0.3665689149560114,0.007107627390645736
108,20.79273861039347,0.1874836382164118,-0.0164101517647111,-0.16097636361466605,-0.4040268396835028,-0.37634408602150504,0.0007457642387191371
109,20.81087819683896,0.1868319008541735,-0.0161636737087369,-0.15855873458152586,-0.3989081970159944,-0.3958944281524923,-0.0003632232849957453
110,20.824772996506244,0.1718351301244048,-0.016136293065509,-0.1582901654996329,-0.3934012362292821,-0.42521994134897323,0.004233605049487728
111,20.84507170864272,0.2021701967359367,-0.0165695654721243,-0.16253999947028142,-0.3920994765779867,-0.4643206256109478,0.013222761325608689
112,20.85933397460045,0.1734235131003873,-0.0170028378787397,-0.1667898029281135,-0.3928588832184683,-0.48387096774193505,0.027436642448040782
113,20.86682449180279,0.1024416411082621,-0.0174964984570443,-0.1716318926783337,-0.3946597429428506,-0.4740957966764414,0.040910279143626264
114,20.870812515744777,0.0594776413524711,-0.0180032208499949,-0.17660205625350406,-0.398166989517331,-0.4447702834799605,0.04755777912221106
115,20.871184851995103,0.0110248362376776,-0.0182840555232824,-0.17935659094235512,-0.4014411869015474,-0.42521994134897323,0.046557561742674725
116,20.866707274470063,-0.0398805998864994,-0.0181078703240337,-0.17762850025885435,-0.3949996852324832,-0.4154447702834796,0.045990347347953695
117,20.87296234076588,0.0204783150979205,-0.017931685124785,-0.17590040406154744,-0.393572957122553,-0.4154447702834796,0.04629728121987442
118,20.87490308316424,0.0159168441722136,-0.0175084332711053,-0.17174895527172096,-0.3913263131885403,-0.37634408602150504,0.048585682891353295
119,20.8950511966998,0.1327331882300261,-0.0170330757383717,-0.16708639337800218,-0.3883084092630955,-0.3665689149560114,0.042384567887909695
120,20.90537031533439,0.1348571190264489,-0.0171696443974063,-0.1684259360192314,-0.3788751735619541,-0.3861192570869987,0.03919299984774133
