t,vEgo,aEgo,roll,rollLateralAcceleration,targetLateralAcceleration,currentLateralAcceleration,steerCommand
20,26.12144598757213,-0.2083248044689221,-0.0064694568946071,-0.06346492942508974,-0.0088686231140464,-0.0088686231140464,-0.0957288647539382
21,26.11183165557148,-0.1519289797986242,-0.006038409949696,-0.0592364416212337,-0.0022021381093457,-0.0022021381093457,-0.0942738613204668
22,26.08650901483861,-0.2347940509381714,-0.0059000955706553,-0.057879601737729706,0.0113822100890432,0.0113822100890432,-0.0869248072678429
23,26.0623972760246,-0.2506518999578792,-0.0057617811916147,-0.0565227607469397,0.0156767597639133,0.0156767597639133,-0.0851879226393291
24,26.030312637892163,-0.290685324023541,-0.0063500591747849,-0.06229366185550451,0.023098751596063,0.023098751596063,-0.077245531242515
25,25.964027313957622,-0.5318313934677898,-0.0070598967467247,-0.0692570117623872,0.0198181222867236,0.0198181222867236,-0.0751102267646336
26,25.90940496476417,-0.5490139666851026,-0.007527680591922201,-0.07384584917763769,0.0037057450053411,0.0037057450053411,-0.0821936141234724
27,25.842647640112965,-0.6346078499056962,-0.007555623722824899,-0.07411996349626561,-0.0121859046246311,-0.0121859046246311,-0.0917973010829769
28,25.772129674468268,-0.7243409213495303,-0.007583566853727701,-0.07439407775702031,-0.1154649111762295,-0.1154649111762295,-0.1543683215943754
29,25.705102227426185,-0.6583225389590568,-0.007260152215868101,-0.07122146755547898,-0.1010362994262226,-0.1010362994262226,-0.1477659795532659
30,25.608698476763344,-0.8520067206479276,-0.006879823422510401,-0.0674905353618842,-0.0898554914664504,-0.0898554914664504,-0.1435286140727
31,25.52080706545682,-0.8741294095208432,-0.006519771287197,-0.06395850320668758,-0.0855499466968131,-0.0855499466968131,-0.1433063072267293
32,25.452641224958025,-0.7479251146525191,-0.0061967269124661,-0.06078950196256843,-0.0888696317963251,-0.0888696317963251,-0.1474407021313849
33,25.36734627698345,-0.810159585247224,-0.0058736825377352,-0.057620494374598666,-0.075174845396533,-0.075174845396533,-0.141267927758363
34,25.27315442853074,-0.9088053443566804,-0.0066023924560058,-0.06476899942712076,-0.0776311564516828,-0.0776311564516828,-0.1386566388401756
35,25.21721939868409,-0.6778277341268841,-0.007533224598007899,-0.07390023433527285,-0.0865553215350829,-0.0865553215350829,-0.1386786884529396
36,25.11470418764277,-0.8791464880333582,-0.0083050764616203,-0.08147186350356676,-0.091674161904696,-0.091674161904696,-0.13744846813482
37,25.033728599234244,-0.8322271196146057,-0.0087896410578371,-0.08622526850509456,-0.0925559548759089,-0.0925559548759089,-0.1352852899097288
38,24.965029423809973,-0.7551758713105653,-0.0092742056540539,-0.09097865326068415,-0.0870177210464976,-0.0870177210464976,-0.1291299004186366
39,24.89486382155365,-0.7108816247281603,-0.0094276350328566,-0.09248372966114189,-0.0789839655798455,-0.0789839655798455,-0.1234181329081732
40,24.792054664560503,-0.9362261605942322,-0.009518203841547,-0.09337216980997791,-0.0339110319208859,-0.0339110319208859,-0.0952019855917738
41,24.749031861014068,-0.5933526649957156,-0.0099513795404088,-0.09762142203196016,0.0100751183535316,0.0100751183535316,-0.0653036843127217
42,24.65528174826553,-0.793268855733625,-0.0109969083947852,-0.1078774970153577,0.0398279240567372,0.0398279240567372,-0.0404628334229436
43,24.599109632839312,-0.6288603726499092,-0.0120424372491616,-0.11813345407457455,0.0174754823121124,0.0174754823121124,-0.04806249355907
44,24.53612555677772,-0.5851035319278097,-0.0122969391686024,-0.12062993302023974,0.0286562586689327,0.0286562586689327,-0.0395647759313548
45,24.489516782777155,-0.5669208160373811,-0.0124217436979545,-0.12185417194315727,0.0285054836001083,0.0285054836001083,-0.0389271625432794
46,24.42435357938916,-0.5885924846113779,-0.0123455941968126,-0.12110720261663215,0.0134704977564951,0.0134704977564951,-0.0488651606842572
47,24.35459865905173,-0.660094464179196,-0.0118880350386622,-0.11661887681619515,0.0242186200209656,0.0242186200209656,-0.0449997282840987
48,24.286918602485777,-0.71131912289495,-0.0114304758805119,-0.11213052660038682,0.0352287024712005,0.0352287024712005,-0.0409574934522811
49,24.20765110477349,-0.7472394698545018,-0.0114959930955526,-0.11277320825147846,0.0539691831905239,0.0539691831905239,-0.0288154614556214
50,24.178682438449385,-0.4728542221172657,-0.0116628368848704,-0.11440983609479338,0.0377198423432352,0.0377198423432352,-0.0380349127589044
51,24.14679771450793,-0.3529707036558347,-0.0116281045762591,-0.11406913525105038,0.0391735000483759,0.0391735000483759,-0.0373558979832435
52,24.1251416360622,-0.2919330097184008,-0.0112118503998887,-0.10998594808104217,0.0415533062437889,0.0415533062437889,-0.0384445742717655
53,24.13986027441716,0.0163405498132662,-0.0107955962235182,-0.10590274185403867,0.0449868267872237,0.0449868267872237,-0.038843596327619
54,24.14472454375824,0.0581546068548,-0.0098716077615051,-0.09683889931931394,0.0516054040696728,0.0516054040696728,-0.0403809240058355
55,24.1314419934238,-0.0706963612184205,-0.0088639721371221,-0.08695442798646597,0.0690055643069121,0.0690055643069121,-0.0356535680635974
56,24.131795395437997,-0.0906537780894739,-0.0083044728395012,-0.08146594217477914,0.0641476942874688,0.0641476942874688,-0.0421744790576074
57,24.103635487932987,-0.2358112044903967,-0.0085319748076805,-0.08369765739855517,0.0621517141387359,0.0621517141387359,-0.0420477030338281
58,24.121323601186145,-0.0020470300463261,-0.0087594767758598,-0.0859293682903794,0.058207154238188,0.058207154238188,-0.0431136400963614
59,24.1003638880531,-0.107533093975641,-0.0081318688450193,-0.07977275417016946,0.057442493202225,0.057442493202225,-0.0474939458811449
60,24.10117689287723,-0.0710074471313042,-0.007305524864114801,-0.07166656143064898,0.0600818303506365,0.0600818303506365,-0.0509392186548615
61,24.11977846839136,0.0995253059635282,-0.0068670904936195,-0.0673656282801041,0.0388081095462548,0.0388081095462548,-0.0670279166512569
62,24.120008968536936,0.0484601277277537,-0.0071301361163424995,-0.06994604263518092,0.0619205346423108,0.0619205346423108,-0.050847101065288
63,24.11365924493798,-0.0445069261175869,-0.0073931817390656,-0.07252645215048224,0.0723050761612339,0.0723050761612339,-0.0426815980271745
64,24.10763372200064,-0.1080908731671548,-0.007854197767269,-0.07704888792048155,0.0769306529173047,0.0769306529173047,-0.036918126041349
65,24.146300152798236,0.0100104892640539,-0.0083520403288036,-0.08193256306194484,0.0802717588766818,0.0802717588766818,-0.0317083860140618
66,24.123206527346888,0.2288665744330068,-0.0085671965081749,-0.084043169652322,0.0563332410703984,0.0563332410703984,-0.0454819076480971
67,24.12744967872425,0.152550469972301,-0.0082652310607432,-0.08108099353676658,0.0541116544006043,0.0541116544006043,-0.048744658961102
68,24.077192960125977,-0.2085623350193024,-0.0079632656133116,-0.0781188100279933,0.0293092994505955,0.0293092994505955,-0.0662902898550768
69,24.10188247010809,0.1181334192146954,-0.0076148789250707,-0.07470124030762873,0.0206403240617966,0.0206403240617966,-0.0738687764656375
70,24.131465708045987,0.195718200444737,-0.0072582505870993005,-0.07120281306877631,-0.0351997745239331,-0.0351997745239331,-0.1110889319439235
71,24.11304860908172,-0.0513870005383701,-0.006698271251456201,-0.0657095496109297,-0.0248446652135766,-0.0248446652135766,-0.1080780147187442
72,24.12167952098106,0.0436959078571095,-0.0057509983130601,-0.05641698246087964,-0.0250259937068651,-0.0250259937068651,-0.1139994137872575
73,24.110570117300732,-0.0609211894850223,-0.004803725374664,-0.047124364686407065,-0.0124142726695821,-0.0124142726695821,-0.1119422395724544
74,24.141318682478943,0.1846419760415397,-0.0038073925568577996,-0.03735043074249965,0.0084547292417426,0.0084547292417426,-0.1049245920820752
75,24.14857175321584,0.1277703764696826,-0.002802708383974,-0.027494533251026854,-0.0072639046064826,-0.0072639046064826,-0.1209298308176967
76,24.143265780582936,-0.0061384314920692,-0.0021322374761108,-0.020917233790825475,-0.0031875728575917,-0.0031875728575917,-0.1225066452867253
77,24.145363768497724,0.0215398471974127,-0.0021106596790103,-0.020705556077607004,-0.0105662234410305,-0.0105662234410305,-0.1272495259943664
