t,vEgo,aEgo,roll,rollLateralAcceleration,targetLateralAcceleration,currentLateralAcceleration,steerCommand
20,33.371076691637064,-0.112384902091815,-0.0373004371606921,-0.36583244294934864,-0.7006168531475441,-0.7006168531475441,-0.0610146588859292
21,33.36221685745506,-0.0974778037333262,-0.0376858438961176,-0.3696106258810583,-0.6806843023163214,-0.6806843023163214,-0.022523022293693
22,33.35002089899354,-0.1184854528025644,-0.03815427247696589,-0.37420260676256967,-0.6753900944077428,-0.6753900944077428,0.0029285580817786
23,33.34213209744958,-0.0820111381301669,-0.0386227010578141,-0.3787945055345492,-0.637322008662255,-0.637322008662255,0.0122463083680082
24,33.31766467619886,-0.1750843416726135,-0.0386693409272085,-0.3792517010265277,-0.5633380426169836,-0.5633380426169836,0.0479067485969791
25,33.3070078773984,-0.1501022917653168,-0.0386587131389625,-0.37914752034258425,-0.5141239512970035,-0.5141239512970035,0.0549040292495898
26,33.30162363497999,-0.0933518301783783,-0.0387098076341123,-0.3796483823431508,-0.4966540547439744,-0.4966540547439744,0.057741174441459
27,33.291229314285104,-0.0931102720338751,-0.0388663100836077,-0.3811825165843852,-0.4293810182173784,-0.4293810182173784,0.0590615620057815
28,33.275324790137475,-0.1288450767262315,-0.039022812533103,-0.38271664148930895,-0.4174356563779233,-0.4174356563779233,0.0644343459784136
29,33.26208005366583,-0.1380359853739725,-0.0393842252775077,-0.3862593763054058,-0.4155316664680477,-0.4155316664680477,0.0612997040960147
30,33.255086563745365,-0.0884551149254845,-0.0397739097490804,-0.39007918712151923,-0.4168195742069495,-0.4168195742069495,0.0608416041574238
31,33.2376792688416,-0.1488670149199314,-0.0399960624588824,-0.3922567719871792,-0.4086674175741072,-0.4086674175741072,0.0684428470966801
32,33.228227918265404,-0.1288646965297021,-0.0399595498700313,-0.3918988696853522,-0.4143910375373079,-0.4143910375373079,0.0756499884963794
33,33.216398862320546,-0.104684172747529,-0.039923037281180095,-0.3915409668610567,-0.4149507304200269,-0.4149507304200269,0.0768192243864143
34,33.20304791787384,-0.1177240381427857,-0.0397320998413235,-0.3896693559681894,-0.3984434182400223,-0.3984434182400223,0.0776589049892695
35,33.1799809510117,-0.2096657600476143,-0.039517783993669,-0.3875685678479483,-0.3824997910216345,-0.3824997910216345,0.0766553699339753
36,33.17414936754531,-0.1171598233239062,-0.0394129993738565,-0.38654143113900397,-0.3792346574715478,-0.3792346574715478,0.0768407162556029
37,33.16968588024563,-0.0536024563888008,-0.0394897029327643,-0.3872933075583627,-0.3783805113554437,-0.3783805113554437,0.0789900929998974
38,33.15610116733555,-0.1018875132413855,-0.039566406491672,-0.3880451816991051,-0.3811185994779404,-0.3811185994779404,0.0811188079872926
39,33.14557819042648,-0.1164059659729248,-0.0393600670279445,-0.3860225675422583,-0.3787753637339759,-0.3787753637339759,0.0775462727724341
40,33.138731410170415,-0.0904486154007766,-0.0391135460487016,-0.3836060580767491,-0.3722343967985384,-0.3722343967985384,0.0783926604559787
41,33.128901273269456,-0.0739380116809141,-0.039141401169074094,-0.38387910766029676,-0.3684343085606182,-0.3684343085606182,0.0804114801107791
42,33.117671699444045,-0.0887253544780473,-0.0396161792729285,-0.3885330700579894,-0.3800235554352074,-0.3800235554352074,0.0824930724531512
