v_ego,steer_command,roll_lataccel,tinyphysics_lataccel
33.6662993138583,0.3224416333145364,0.3721846564960506,1.050830889540567
33.6629245725833,0.3037519433958606,0.383218731801151,1.0312805474095796
33.65764991040884,0.1855302560225258,0.39425232156641193,1.0312805474095796
33.662165243010804,0.1823100915216171,0.3913815637145757,1.0312805474095796
33.67285350424658,0.1788544009828539,0.3878559059749088,0.9921798631476051
33.67554090121588,0.1829872511575265,0.3852803571308656,0.9726295210166178
33.67382149315373,0.1849436047777162,0.3839397430315598,0.9042033235581624
33.669148863392884,0.1862974566353196,0.3825991217509945,0.7673509286412514
33.66716762759941,0.1864954802509668,0.3832470100769736,0.7184750733137832
33.660892131542724,0.1813171704228903,0.3840557392170013,0.7184750733137832
33.658822105796624,0.1871975204817226,0.3881583079628706,0.7282502443792769
33.65074046226451,0.1910825986379111,0.3961393614992896,0.7478005865102642
33.6548224105023,0.191907042251222,0.40412015241741844,0.7673509286412514
33.64386412609669,0.1881706260802332,0.4062477338791554,0.7673509286412514
33.647208299022104,0.1910793141516949,0.4079060584846122,0.7966764418377323
33.64080758168798,0.2008344777981709,0.40979041887248624,0.7966764418377323
33.63600141754381,0.2031680192614447,0.4119422401205079,0.806451612903226
33.65191450252621,0.221073146557403,0.4140940415133804,0.8260019550342133
33.653792114943386,0.2469964845843575,0.4180949486042528,0.8553274682306942
33.66081964695643,0.2705843566564013,0.42225408161117106,0.913978494623656
33.65520028481505,0.2733461859998246,0.4218729724819594,0.9628543499511242
33.645373681057464,0.2755280465121247,0.4156794324990337,1.0019550342130987
33.638457015861704,0.2774444280098906,0.4094857265228073,1.0410557184750733
33.64081556319291,0.277689029852134,0.401738042119206,1.0410557184750733
33.640735811082955,0.2766767077630289,0.3938856066986994,1.0410557184750733
33.636110075171324,0.2791917751286722,0.3858876456517803,1.0410557184750733
33.636283430572995,0.2828452882560783,0.3776971022207102,1.0312805474095796
33.6256753170664,0.2887751319895727,0.36950629510223737,1.0312805474095796
33.62275226148448,0.2832280595533997,0.361461688900007,1.0410557184750733
33.615324920203534,0.2862563344913217,0.3534233761916704,1.0312805474095796
33.60975670261897,0.2895757471420925,0.3436370774016219,1.0410557184750733
33.61257369259475,0.2856321351897817,0.33156025138827117,1.0312805474095796
33.61474238948256,0.2733471136375373,0.31948292228605346,1.021505376344086
33.6310706438621,0.2639724072176482,0.30797824203070084,1.0117302052785924
33.627716467924195,0.262629567644574,0.296501724244754,0.9824046920821115
33.62939436216317,0.2350956384595942,0.2807535348540031,0.9628543499511242
33.631312300972404,0.2229829446426595,0.25933545919902257,0.9237536656891496
33.638276814195024,0.2185118213719779,0.23791614641785108,0.8944281524926687
33.639849181648785,0.2128960400293743,0.22224354701082719,0.8651026392961878
33.63784286163287,0.1828498312683286,0.207002295785555,0.8260019550342133
33.633581573745865,0.1734298998531505,0.1873102902262196,0.7673509286412514
33.64452909847544,0.1273850292351077,0.16246790254427965,0.7282502443792769
33.646022276095884,0.0998412813584251,0.13762447265463332,0.6891495601173023
33.63317401926288,0.092487573760183,0.12148177315438465,0.6304985337243405
33.63780820117474,0.038677762982669,0.10601017361418419,0.5425219941348978
33.63017878050374,0.0382732157868508,0.08993192241460024,0.45454545454545414
33.6328493657325,0.0021336157313992,0.07312717348821914,0.37634408602150504
33.63904280127819,0.004621780613079,0.056322209959313294,0.29814271749755594
33.63986132110495,0.0081241718097686,0.03682564977312266,0.26881720430107503
33.64711250325824,0.0001618651579725,0.017119111577626276,0.20039100684261957
33.6406897699555,-0.0019515803597511,-0.0011863188563766144,0.14173998044965774
33.641537133559986,0.0038348039957285,-0.01765998866509998,0.08308895405669592
33.65155534957935,-0.0103056390163333,-0.03413360867334431,0.053763440860215006
33.656761358715585,-0.0293963193895663,-0.043018767819666334,0.04398826979472137
33.64438219112654,-0.0242344716228861,-0.05136542597279242,0.024437927663734094
33.641410584877654,-0.0196674887339397,-0.05809142309802443,-0.024437927663734094
33.6483523924739,-0.0237650821521391,-0.06271331820839852,-0.06353861192570864
33.656582701259424,-0.0336069425380152,-0.06733519939751721,-0.06353861192570864
33.65813404660512,-0.0325352769519651,-0.07628676566776557,-0.08308895405669592
33.64752255765389,-0.0242698033339899,-0.08544214446325182,-0.06353861192570864
33.66086067647546,-0.0191073265969487,-0.0948707804392084,-0.053763440860215006
33.647966053584426,-0.0086313332833143,-0.10466846442744089,-0.08308895405669592
33.655371822691684,-0.008593028214652,-0.11446604399905791,-0.08308895405669592
33.67287673502032,0.0057903339024859,-0.1190276033983222,-0.07331378299120228
33.68253196196661,0.0180860544189723,-0.12331925307357891,-0.08308895405669592
33.66979913934625,0.0203761090171511,-0.12596683703448075,-0.09286412512218956
33.656275790149614,0.0225806387371725,-0.12644104947309648,-0.06353861192570864
33.65854733866879,0.0230696482906781,-0.12691526161620612,-0.03421309872922773
33.66787238896972,0.0231717975113011,-0.12639132830069671,-0.03421309872922773
33.662066025422725,0.0251924993512051,-0.12579225201889946,-0.03421309872922773
33.645824098890365,0.025593342354455,-0.12580140665464382,-0.03421309872922773
33.653315076970905,0.0251860741387889,-0.12653248945377527,-0.04398826979472137
33.66219982163114,0.0292098248051481,-0.12726357155004636,-0.03421309872922773
33.66097991938574,0.0288623215363114,-0.12607578918505394,-0.024437927663734094
33.658043036059006,0.0318894504067564,-0.12474140070867366,-0.014662756598240456
33.658115685389305,0.0339690911841056,-0.12280035513776508,-0.024437927663734094
33.65152666923141,0.0359876165024561,-0.1200890598215415,-0.014662756598240456
33.641082441184274,0.0374850358572254,-0.11737775533075054,-0.04398826979472137
33.63472872718886,0.0374990002885833,-0.11532967097535182,-0.03421309872922773
33.63370196567556,0.0368943701489112,-0.11332945541614449,-0.024437927663734094
33.63961519611496,,-0.11380118726440701,-0.03421309872922773
33.62415080281644,,-0.11745177007388868,-0.3958944281524923
33.64021548774281,,-0.12110233661641315,-0.8958944281524923
33.641139996977664,,-0.12006703438284518,-0.3958944281524923
33.641143798329786,,-0.11867474326566384,0.10410557184750768
33.64317066991678,,-0.11272941937435146,0.6041055718475077
33.625624072350845,,-0.10084202916578835,0.10410557184750768
33.6225970675195,,-0.08895449086643001,-0.3958944281524923
33.606333769426726,,-0.08635437346812559,-0.8958944281524923
33.60975435517986,,-0.0842198003579303,-0.3958944281524923
33.622507055554145,,-0.08590730630065047,0.10410557184750768
33.61807272156204,,-0.09261730077285887,-0.3958944281524923
33.614128526398034,,-0.09932725191050662,-0.8958944281524923
33.61259549576124,,-0.10381808601351585,-1.3958944281524923
33.6175203568979,,-0.10819674850010685,-1.8958944281524923
33.61052082176148,,-0.11183215397914621,-1.3958944281524923
33.608872023958966,,-0.11447264437981315,-1.8958944281524923
33.61431023180126,,-0.11711312648597233,-1.3958944281524923
33.61861532559946,,-0.1150490417603851,-1.8958944281524923
33.61334665880799,,-0.1126509928174784,-1.3958944281524923
33.610154984409014,,-0.10974658767891056,-0.8958944281524923
33.615816691436905,,-0.10618656303377905,-0.3958944281524923
33.61042366898032,,-0.10262652440275566,0.10410557184750768
33.631293849265575,,-0.10656598152901303,0.6041055718475077
33.62944521249889,,-0.11107472103166537,0.7086999022482896
33.628667864067594,,-0.117078536109255,1.2086999022482896
33.646093398331764,,-0.1249624358541083,0.7086999022482896
33.65494441591066,,-0.1328462548773632,1.2086999022482896
33.6543284414966,,-0.13652917902991715,1.7086999022482896
33.64188205843046,,-0.13989954817937858,2.2086999022482896
33.639310672746014,,-0.14187308777433183,2.7086999022482896
33.64160582105296,,-0.1422074496568458,2.2086999022482896
33.64423099286055,,-0.1425418113741222,1.7086999022482896
33.63146602512495,,-0.1429716623377664,1.2086999022482896
33.64048238624123,,-0.14340873751082023,1.7086999022482896
33.64944619491993,,-0.14322043256726683,1.2086999022482896
33.6606525333441,,-0.14221216333766348,1.7086999022482896
33.66382619835352,,-0.1412038926054591,1.2086999022482896
33.664577483775766,,-0.14090010858104565,0.7086999022482896
33.676356607798176,,-0.14062932664417077,0.2086999022482896
33.68939417977814,,-0.14120588088955915,-0.2913000977517104
33.686321448047735,,-0.1428761961003142,-0.7913000977517104
33.68759151295785,,-0.1445465071681183,-0.2913000977517104
33.69347629744251,,-0.14999465320141678,-0.7913000977517104
33.694228297642944,,-0.15566220845138143,-1.2913000977517104
33.69579465168002,,-0.15487254622956195,-1.7913000977517104
33.68637039841669,,-0.14549745502530298,-1.2913000977517104
33.68565491911126,,-0.13612223090720907,-0.7913000977517104
33.68308114189493,,-0.13138043921633819,-1.2913000977517104
33.67087664334209,,-0.1269334144005804,-0.7913000977517104
33.66509058679346,,-0.1257906670447967,-0.2913000977517104
33.67984371142952,,-0.12879830964911196,0.2086999022482896
33.68676030584716,,-0.1318059401447212,0.7086999022482896
33.69371454347548,,-0.134356665857853,0.2086999022482896
33.69922742774519,,-0.13687253434843716,0.7086999022482896
33.70566429673691,,-0.13487687848228253,1.2086999022482896
33.700909014961326,,-0.1275068858150273,0.7086999022482896
33.69351991516,,-0.12013682116850508,1.2086999022482896
33.694377455394964,,-0.11478497479545133,0.7086999022482896
33.69588839402083,,-0.10958766371180934,1.2086999022482896
33.69692801036815,,-0.10672531582250074,0.7086999022482896
33.694063783444385,,-0.10661246765223219,1.2086999022482896
33.700647064254284,,-0.1064996194678532,0.9628543499511242
33.69124666274985,,-0.10047472364788,1.4628543499511242
33.67674057763538,,-0.09397707694835174,0.9628543499511242
33.665073961750586,,-0.09375266362682436,0.4628543499511242
33.667742277198215,,-0.1017669872456498,0.9628543499511242
33.66198430743114,,-0.10978124293695028,1.4628543499511242
33.65195280643182,,-0.11775130968888953,0.9628543499511242
33.65163713061274,,-0.12571928514031777,0.4628543499511242
33.65052098579206,,-0.13123220622989237,-0.03714565004887582
33.63084049226384,,-0.13349459775775924,0.4628543499511242
33.60526470523751,,-0.13575698218428753,0.9628543499511242
33.60882785774765,,-0.13127111996353427,1.4628543499511242
