t,vEgo,aEgo,roll,rollLateralAcceleration,targetLateralAcceleration,currentLateralAcceleration,steerCommand,sp_gain,sp_cost,sp_action
20,33.6662993138583,-0.1427389358746498,0.0379484200761454,0.3721846564960506,1.0737234709618368,1.0737234709618368,0.3224416333145364,1.0,0.08683066071174075,0.40663537394996424
21,33.6629245725833,-0.0952381240838884,0.0390740330574359,0.383218731801151,1.0527911761675326,1.0527911761675326,0.3037519433958606,1.4383151902930331,0.06029917943370668,0.37257287191253136
22,33.65764991040884,-0.0661868093852008,0.0401996460387263,0.39425232156641193,1.0243747365375606,1.0243747365375606,0.1855302560225258,1.5534597549016822,0.07133039595378024,0.3990147298492458
23,33.662165243010804,0.0011238148488627,0.0399067752820611,0.3913815637145757,0.7800144861106189,0.7800144861106189,0.1823100915216171,1.563024281793463,0.05369368665900897,0.27871625879445283
24,33.67285350424658,0.0658829392096585,0.0395470972251954,0.3878559059749088,0.7701471502025644,0.7701471502025644,0.1788544009828539,1.543314973287364,0.007649894709332441,0.2539095371093656
25,33.67554090121588,0.0439748482833553,0.0392843499435662,0.3852803571308656,0.7606936247013875,0.7606936247013875,0.1829872511575265,1.5406521799978234,0.00757551809882064,0.24571923198843543
26,33.67382149315373,0.0294165545009753,0.0391475868832913,0.3839397430315598,0.7675926000293568,0.7675926000293568,0.1849436047777162,1.5400279920982765,0.007857497073775262,0.24844040929980574
27,33.669148863392884,-0.0181656245146981,0.0390108238230165,0.3825991217509945,0.7701212729106445,0.7701212729106445,0.1862974566353196,1.5408071355974104,0.00820152638644233,0.2508928360211743
28,33.66716762759941,-0.0174871773015694,0.0390769178564689,0.3832470100769736,0.7734588263379781,0.7734588263379781,0.1864954802509668,1.5408991493581738,0.008456400743557939,0.25276771986800955
29,33.660892131542724,-0.044179291045929,0.03915942023223749,0.3840557392170013,0.7746073695177639,0.7746073695177639,0.1813171704228903,1.5408736421753386,0.008477268089074862,0.25332247692745463
30,33.658822105796624,-0.0399783404686168,0.0395779472558962,0.3881583079628706,0.768343857412982,0.768343857412982,0.1871975204817226,1.5397838831684099,0.008589238777364379,0.24819120214270385
31,33.65074046226451,-0.0664541166899483,0.0403921611277016,0.3961393614992896,0.7880037662795076,0.7880037662795076,0.1910825986379111,1.537175933102028,0.009454673446009223,0.2535781519723984
32,33.6548224105023,0.0206939086188863,0.0412063749995069,0.40412015241741844,0.8037960334517689,0.8037960334517689,0.191907042251222,1.53566636011301,0.009307812276491238,0.25892537772784613
33,33.64386412609669,-0.0622102717520619,0.0414234390734686,0.4062477338791554,0.8074734025781413,0.8074734025781413,0.1881706260802332,1.5356477650091733,0.010923371644979585,0.26080471030359026
34,33.647208299022104,-0.0132308830176661,0.0415926291052163,0.4079060584846122,0.8016847911581142,0.8016847911581142,0.1910793141516949,1.5354230472004176,0.01576274955110246,0.2573310980728949
35,33.64080758168798,-0.0352113795292076,0.0417848818107868,0.40979041887248624,0.8093308107381891,0.8093308107381891,0.2008344777981709,1.534691413731068,0.02264392759291992,0.2597376093107574
36,33.63600141754381,-0.0487382558285624,0.0420044242197309,0.4119422401205079,0.8309922778751787,0.8309922778751787,0.2031680192614447,1.5344202107437839,0.025528944978240767,0.2704274583596217
37,33.65191450252621,0.0696080174283106,0.0422239666286751,0.4140940415133804,0.8379868484463135,0.8379868484463135,0.221073146557403,1.5348500285726163,0.025849906798760702,0.27502841067601547
38,33.653792114943386,0.0365611087746741,0.0426321736542009,0.4180949486042528,0.8781050023664648,0.8781050023664648,0.2469964845843575,1.5343686838214112,0.02651107752888565,0.2948489785281077
39,33.66081964695643,0.0697003814791755,0.0430565317879911,0.42225408161117106,0.9350315270915028,0.9350315270915028,0.2705843566564013,1.5351272115914318,0.02268040506845751,0.3261932240226778
40,33.65520028481505,-0.0128070008909655,0.0430176467375035,0.4218729724819594,0.9829995984993009,0.9829995984993009,0.2733461859998246,1.537981464966629,0.018114440203647768,0.3571155698776303
41,33.645373681057464,-0.0876459384495089,0.0423857210357143,0.4156794324990337,0.9823740974924196,0.9823740974924196,0.2755280465121247,1.5422370507754124,0.01687066881698796,0.3653829379641721
42,33.638457015861704,-0.0759239025904162,0.0417537953339251,0.4094857265228073,0.9805936345655452,0.9805936345655452,0.2774444280098906,1.5443521290578646,0.01705319068943291,0.3689199498918943
43,33.64081556319291,0.0028193685153314,0.0409633452156822,0.401738042119206,0.9768409063244464,0.9768409063244464,0.277689029852134,1.5463019279364547,0.01727451016447924,0.3713211546498178
44,33.640735811082955,0.0176980742434908,0.04016223410202469,0.3938856066986994,0.9694934009967991,0.9694934009967991,0.2766767077630289,1.5480858283878927,0.01748703219650897,0.37171946693455227
45,33.636110075171324,-0.0445532225336679,0.0393463028655701,0.3858876456517803,0.9593378717353104,0.9593378717353104,0.2791917751286722,1.549656476338729,0.017608898610254067,0.3703838144090885
46,33.636283430572995,-0.0008953036001801,0.0385107520307817,0.3776971022207102,0.9563531205207432,0.9563531205207432,0.2828452882560783,1.5510579008861372,0.01779617728591789,0.372534231410589
47,33.6256753170664,-0.0337493303238202,0.0376752011959933,0.36950629510223737,0.9555821536445844,0.9555821536445844,0.2887751319895727,1.5526391592013087,0.01823817703266517,0.3764834414589803
48,33.62275226148448,-0.01295097505085,0.0368545900519202,0.361461688900007,0.959805023761181,0.959805023761181,0.2832280595533997,1.5542594666636997,0.019401688809508395,0.3832727232819124
49,33.615324920203534,-0.060321615970125,0.0360346456916828,0.3534233761916704,0.9401465642115588,0.9401465642115588,0.2862563344913217,1.5560173668355453,0.02095732684609116,0.37830834391344387
50,33.60975670261897,-0.0484105033311505,0.0350364314823387,0.3436370774016219,0.936562059691202,0.936562059691202,0.2895757471420925,1.557243137699874,0.02133000406330361,0.3802640615293269
51,33.61257369259475,0.0090057331139934,0.0338046287852161,0.33156025138827117,0.9314206330604492,0.9314206330604492,0.2856321351897817,1.5591800682648742,0.026437598836288993,0.3838352904847865
52,33.61474238948256,-0.003507277885872,0.0325728260880935,0.31948292228605346,0.9111837330570666,0.9111837330570666,0.2733471136375373,1.5611553520260093,0.03117868062701393,0.37997880957479757
53,33.6310706438621,0.101786896216282,0.0313994755555342,0.30797824203070084,0.8744806771807574,0.8744806771807574,0.2639724072176482,1.5625577371147765,0.03237329957684151,0.36603429127955833
54,33.627716467924195,0.0392405693261891,0.0302290403689136,0.296501724244754,0.8436483842390793,0.8436483842390793,0.262629567644574,1.5633489743321562,0.030789961418015904,0.3531938190574485
55,33.62939436216317,0.0579091332893275,0.0286230249096312,0.2807535348540031,0.8251624395114685,0.8251624395114685,0.2350956384595942,1.5646748842266172,0.03446423483572955,0.3489886805363583
56,33.631312300972404,0.0218726941785735,0.0264389067203436,0.25933545919902257,0.7475194362244987,0.7475194362244987,0.2229829446426595,1.5670358592758502,0.03739508361102936,0.31902443970093314
57,33.638276814195024,0.0401814615966941,0.0242547885310559,0.23791614641785108,0.7016215909793354,0.7016215909793354,0.2185118213719779,1.5680770693031518,0.03186545753835457,0.26368374417852314
58,33.639849181648785,0.0391416985204084,0.022656734159783,0.22224354701082719,0.6769279213065456,0.6769279213065456,0.2128960400293743,1.5739155744003621,0.051119830188233455,0.2838466668979597
59,33.63784286163287,-0.000707631657863,0.0211027176815635,0.207002295785555,0.6503341737796666,0.6503341737796666,0.1828498312683286,1.5761102225833181,0.03123364265080555,0.33531807174102335
60,33.633581573745865,-0.0374594188331465,0.0190949718137352,0.1873102902262196,0.5703352005306995,0.5703352005306995,0.1734298998531505,1.5689115734845462,0.0702634516046606,0.248257152155129
61,33.64452909847544,0.0454970801738642,0.0165622151337077,0.16246790254427965,0.5268038680744593,0.5268038680744593,0.1273850292351077,1.5704068884114537,0.06322858444839108,0.23525222890878794
62,33.646022276095884,0.0423475245525191,0.0140294584536803,0.13762447265463332,0.410801538627868,0.410801538627868,0.0998412813584251,1.5719318873820034,0.022959313411432914,0.12075015477980944
63,33.63317401926288,-0.095262965240705,0.0123837796374648,0.12148177315438465,0.3404856491280307,0.3404856491280307,0.092487573760183,1.5759391308179587,0.02519512158943549,-0.016287282032714304
64,33.63780820117474,-0.0275535695997916,0.010806548112113,0.10601017361418419,0.3106341333067343,0.3106341333067343,0.038677762982669,1.574497371867582,0.036212714029240256,0.10071170269079442
65,33.63017878050374,-0.0659619005558451,0.0091675007257309,0.08993192241460024,0.1895507567447085,0.1895507567447085,0.0382732157868508,1.5766624480139655,0.03228502672749355,0.07068903020180509
66,33.6328493657325,0.0136059350829016,0.007454419036918,0.07312717348821914,0.1719635090566191,0.1719635090566191,0.0021336157313992,1.5767862903542298,0.013887902510879834,0.06428351629825328
67,33.63904280127819,0.0399106130553594,0.0057413373481051,0.056322209959313294,0.0848772130368339,0.0848772130368339,0.004621780613079,1.5771159317522205,0.012096441791753025,0.027341372396583512
68,33.63986132110495,-0.0003443369318292,0.0037538976822521,0.03682564977312266,0.070218447495999,0.070218447495999,0.0081241718097686,1.5771653207956031,0.004895553594063256,0.022406408881628464
69,33.64711250325824,0.0819410937010741,0.0017450683248043,0.017119111577626276,0.0573244859855111,0.0573244859855111,0.0001618651579725,1.5773140500276708,0.007289380326833809,0.024873098818558724
70,33.6406897699555,0.0035113266500535,-0.00012092954732600001,-0.0011863188563766144,0.0235351491597513,0.0235351491597513,-0.0019515803597511,1.5774968724084517,0.007472691614775429,0.017511680697916594
71,33.641537133559986,-0.0072596200905994,-0.0018002036904848002,-0.01765998866509998,0.0029522049090667,0.0029522049090667,0.0038348039957285,1.5775893169293242,0.005401910997534268,0.013954837739574873
72,33.65155534957935,0.0302752387419727,-0.0034794778336436,-0.03413360867334431,-0.0022688316913747,-0.0022688316913747,-0.0103056390163333,1.5776727923726357,0.004543451533638012,0.01894883102177191
73,33.656761358715585,0.0540876776799499,-0.0043852095510272,-0.043018767819666334,-0.0386576771595068,-0.0386576771595068,-0.0293963193895663,1.5777560867316867,0.005049901545224858,0.006001053840933754
74,33.64438219112654,-0.0248987404874813,-0.005236051037846,-0.05136542597279242,-0.0841322823414378,-0.0841322823414378,-0.0242344716228861,1.5777641199157662,0.002777102641048101,-0.01541411374587039
75,33.641410584877654,-0.0577570436921097,-0.005921688339333,-0.05809142309802443,-0.0808120813327486,-0.0808120813327486,-0.0196674887339397,1.5777753042818985,0.001091533374796059,-0.014603174562547222
76,33.6483523924739,0.030633569839353,-0.0063928384684771005,-0.06271331820839852,-0.0765571945884414,-0.0765571945884414,-0.0237650821521391,1.5777442608708279,0.0011593802510842916,-0.009940214307411797
77,33.656582701259424,0.0728434428629105,-0.0068639885976212005,-0.06733519939751721,-0.0891596562869796,-0.0891596562869796,-0.0336069425380152,1.5777160706312239,0.0013325468097325076,-0.013054397471526081
78,33.65813404660512,0.0333217320944878,-0.0077765070915695,-0.07628676566776557,-0.1172691492061953,-0.1172691492061953,-0.0325352769519651,1.577670917028434,0.0008213572782712834,-0.023392087081307272
79,33.64752255765389,-0.1067355242932389,-0.0087098088437607,-0.08544214446325182,-0.1243220481657977,-0.1243220481657977,-0.0242698033339899,1.5776166465245833,0.0006113715416777665,-0.024394184887755375
80,33.66086067647546,0.0272606961004379,-0.0096709744441453,-0.0948707804392084,-0.1176822504532899,-0.1176822504532899,-0.0191073265969487,1.577513941311331,0.0013444327015783,-0.016447150596443923
81,33.647966053584426,-0.0441577658600931,-0.0106697706863788,-0.10466846442744089,-0.1174223432750768,-0.1174223432750768,-0.0086313332833143,1.5774128012503454,0.0015926265169600798,-0.009757681847702027
82,33.655371822691684,0.0384482614190668,-0.0116685669286124,-0.11446604399905791,-0.1068475340975412,-0.1068475340975412,-0.008593028214652,1.5773539250475639,0.0017780635211487694,0.0019124080657768488
83,33.67287673502032,0.11575665025889,-0.0121335906288375,-0.1190276033983222,-0.1113416198618786,-0.1113416198618786,0.0057903339024859,1.577362601514379,0.0016305863886039954,0.004280625783209622
84,33.68253196196661,0.1006779700614573,-0.0125711010407864,-0.12331925307357891,-0.0876428685811169,-0.0876428685811169,0.0180860544189723,1.5773739022740254,0.0017633418633441651,0.018950191219750515
85,33.66979913934625,-0.0086025014202449,-0.012841009063352199,-0.12596683703448075,-0.066367544062446,-0.066367544062446,0.0203761090171511,1.5774562647939794,0.0007734235741723399,0.03401555729113262
86,33.656275790149614,-0.1042641536888259,-0.0128893527621801,-0.12644104947309648,-0.062397650692203,-0.062397650692203,0.0225806387371725,1.5775709685778256,0.0003142423196517807,0.03928007765829719
87,33.65854733866879,-0.0375399829123619,-0.012937696461008102,-0.12691526161620612,-0.0585800066376875,-0.0585800066376875,0.0230696482906781,1.5776246575885249,0.00028884766026480014,0.04250824014025415
88,33.66787238896972,0.0497156503253693,-0.0128842839241286,-0.12639132830069671,-0.0570944247000833,-0.0570944247000833,0.0231717975113011,1.5776420574711787,0.0003277840324815715,0.04364112888681559
89,33.662066025422725,-0.0025212404520531,-0.0128232109603532,-0.12579225201889946,-0.056302818853374,-0.056302818853374,0.0251924993512051,1.577638357420575,0.0003532238278078456,0.04396541830056727
90,33.645824098890365,-0.1088884696052548,-0.0128241442313543,-0.12580140665464382,-0.0523984111183623,-0.0523984111183623,0.025593342354455,1.5776417776627039,0.00043471486680952476,0.04601471233428763
91,33.653315076970905,-0.0163790024062655,-0.012898674636024102,-0.12653248945377527,-0.0523406692269776,-0.0523406692269776,0.0251860741387889,1.577682752517223,0.0005217827433755262,0.04682359597703792
92,33.66219982163114,0.0473906463878695,-0.012973205040693898,-0.12726357155004636,-0.0538537813672364,-0.0538537813672364,0.0292098248051481,1.577711739399807,0.0006580993321022656,0.04658814263813941
93,33.66097991938574,0.054201521865407,-0.012852116213363001,-0.12607578918505394,-0.0448356248826344,-0.0448356248826344,0.0288623215363114,1.5776758958947208,0.0008032602621455947,0.050512484588401844
94,33.658043036059006,0.0001378362466506,-0.0127160818069903,-0.12474140070867366,-0.0441816359107721,-0.0441816359107721,0.0318894504067564,1.577682495027326,0.0007341176104844027,0.050952168535038964
95,33.658115685389305,-0.0303772227556431,-0.0125182020838455,-0.12280035513776508,-0.0363480599417132,-0.0363480599417132,0.0339690911841056,1.5776263356412334,0.0007551640879945852,0.05402960816445646
96,33.65152666923141,-0.0226048352923649,-0.0122418001357633,-0.1200890598215415,-0.0295986178301143,-0.0295986178301143,0.0359876165024561,1.5775749495365747,0.000638387086274187,0.05669429835591646
97,33.641082441184274,-0.0576536562215887,-0.0119653981876812,-0.11737775533075054,-0.0229754556059222,-0.0229754556059222,0.0374850358572254,1.577514072806206,0.0005709241631140559,0.059212815968459606
98,33.63472872718886,-0.0707489657809792,-0.0117566083371921,-0.11532967097535182,-0.0180239473645808,-0.0180239473645808,0.0374990002885833,1.5774729504224956,0.0005461037142591459,0.061190210560810115
99,33.63370196567556,-0.0429487536292697,-0.0115526989166057,-0.11332945541614449,-0.0159983567850293,-0.0159983567850293,0.0368943701489112,1.5774229074811648,0.0005584746403739629,0.061600124110341645
100,33.63961519611496,0.0433645300577389,-0.0116007889737984,-0.11380118726440701,-0.0176365489509296,-0.07331378299120228,0.061089706361669466,1.5774495182691144,0.0005770273642844274,0.061089706361669466
101,33.62415080281644,-0.0817006007793591,-0.0119729435541613,-0.11745177007388868,-0.0173839330634307,-0.04398826979472137,0.06303847417855946,1.5752347531672515,0.003098091937772078,0.06303847417855946
102,33.64021548774281,0.028455778780371,-0.0123450981345241,-0.12110233661641315,-0.0156422164966379,0.004887585532746819,0.06620036645083682,1.5742468802770013,0.0013215732663781638,0.06620036645083682
103,33.641139996977664,0.0077186422978103,-0.0122395547648274,-0.12006703438284518,-0.0108099962790949,-0.014662756598240456,0.06872749262141573,1.5752332967804248,0.0007595951834418107,0.06872749262141573
104,33.641143798329786,0.0221770860360803,-0.0120976185562528,-0.11867474326566384,-0.0082866032027598,-0.014662756598240456,0.06981495652207617,1.575019898601468,0.0006878236250223622,0.06981495652207617
105,33.64317066991678,0.0234135665338959,-0.0114915291027203,-0.11272941937435146,-0.0140975532744442,-0.053763440860215006,0.06408071041455231,1.5744031109341918,0.0006404485026594994,0.06408071041455231
106,33.625624072350845,-0.13947571036821,-0.0102796947216696,-0.10084202916578835,-0.0134748948310591,-0.004887585532746819,0.05728351496695229,1.571797543561797,0.0023128208144367565,0.05728351496695229
107,33.6225970675195,-0.1038429850420977,-0.0090678603406188,-0.08895449086643001,-0.0028147993487404,0.014662756598240456,0.055306681790552426,1.5715344705847782,0.0006126126606252018,0.055306681790552426
108,33.606333769426726,-0.1211688398933183,-0.0088028021136827,-0.08635437346812559,0.0035162432854759,0.053763440860215006,0.05679279961124148,1.5721450460686672,0.0008627996174871013,0.05679279961124148
109,33.60975435517986,-0.0244751310128875,-0.0085852023391137,-0.0842198003579303,0.0086441537439037,0.11241446725317683,0.058547062291685416,1.574348825479654,0.003225218374769187,0.058547062291685416
110,33.622507055554145,0.0731760984202659,-0.0087572277609842,-0.08590730630065047,-0.0013565554993909,0.19061583577712593,0.054536508254102806,1.5793879875388428,0.012026173853412913,0.054536508254102806
111,33.61807272156204,-0.0071206435380993,-0.0094412514504341,-0.09261730077285887,-0.0058035538579204,0.15151515151515138,0.054635029542602104,1.588259918371012,0.032660239833964454,0.054635029542602104
112,33.614128526398034,0.0193300347047253,-0.0101252751398839,-0.09932725191050662,-0.0191779758159189,0.2101661779081132,-0.061687062521939166,1.5957904342403624,0.006430875905510002,-0.061687062521939166
113,33.61259549576124,-0.0071388966800493,-0.0105830809382433,-0.10381808601351585,-0.0230208955750812,0.1026392961876832,0.028727146469749942,1.5740520284524715,0.04292318390040852,0.028727146469749942
114,33.6175203568979,0.0142798156946438,-0.0110294538429782,-0.10819674850010685,-0.0307750434348402,0.04398826979472137,0.044991070278793135,1.5781972850471173,0.01430450825564397,0.044991070278793135
115,33.61052082176148,-0.0312377848448767,-0.0114000587487559,-0.11183215397914621,-0.0377965566276282,0.21994134897360684,0.04644705472412096,1.581583750635358,0.005261531665980405,0.04644705472412096
116,33.608872023958966,-0.0116930586623669,-0.0116692397961094,-0.11447264437981315,-0.0404910237938746,0.23949169110459412,0.006084382931109975,1.5925382618147672,0.04656001126117735,0.006084382931109975
117,33.61431023180126,0.0485260896730091,-0.011938420843463,-0.11711312648597233,-0.044428966525305,0.20039100684261957,-0.15826968050300755,1.5944848303208417,0.044965502189126316,-0.15826968050300755
118,33.61861532559946,0.0396959837461571,-0.0117279999209938,-0.1150490417603851,-0.0347653724038865,0.19061583577712593,0.010827951801999365,1.5118663189464023,0.038789566545205115,0.010827951801999365
119,33.61334665880799,-0.0087278699569512,-0.0114835340230185,-0.1126509928174784,-0.0310322570936764,0.1026392961876832,0.045270844431048785,1.5147802741638876,0.034487286568071984,0.045270844431048785
120,33.610154984409014,-0.0376579517877831,-0.011187449236314,-0.10974658767891056,-0.0282445143787727,0.053763440860215006,0.051921805766512424,1.5209996021513827,0.011928419074296821,0.051921805766512424
121,33.615816691436905,0.0224406006743492,-0.0108245297366547,-0.10618656303377905,-0.0275024697448023,0.22971652003910048,0.05165889953227198,1.5250873081418825,0.0044675734203863515,0.05165889953227198
