t,vEgo,aEgo,roll,rollLateralAcceleration,targetLateralAcceleration,currentLateralAcceleration,steerCommand
20,1.948954902521127,-0.1096147945162907,0.0144445799285107,0.1416964015834578,0.003129084115291,0.003129084115291,-0.1231992156728411
21,1.9428132928053927,-0.0780709892379304,0.0145822217159531,0.1430465253104978,0.0032025060033858,0.0032025060033858,-0.1242323991208939
22,1.934385539676429,-0.0795736506869394,0.0147198635033955,0.14439664632748395,0.0031644547724533,0.0031644547724533,-0.1261878526047251
23,1.9251846758796347,-0.0910495897145498,0.014983996504036897,0.1469875052843716,0.0031253782480087,0.0031253782480087,-0.1282204064609682
24,1.922925888628929,-0.0465879537432361,0.015261755070500002,0.14971200523448622,0.0031132220217808,0.0031132220217808,-0.1297316167367443
25,1.92268800364702,-0.0150737619644816,0.0154697190492972,0.15175189102460726,0.0031175429082422,0.0031175429082422,-0.1305239031818761
26,1.9278680162269,0.0252883330867224,0.0155799984193258,0.15283360127337506,0.0031300076339414,0.0031300076339414,-0.1313130291937852
27,1.937666282758004,0.070984572361458,0.0156902777893544,0.153915309663451,0.0031449272716614,0.0031449272716614,-0.1320707434871975
28,1.9525272323929463,0.1175873789348268,0.0157986850544901,0.1549786531248857,0.0031818137599512,0.0031818137599512,-0.1328157463598005
29,1.971518166184756,0.1667780417919978,0.0159068804879858,0.15603991695950553,0.0032320771585072,0.0032320771585072,-0.1336574385858837
30,1.997577946580713,0.2260513986903526,0.0160310358655086,0.15725772592043621,0.0033057671111433,0.0033057671111433,-0.1346617082729003
31,2.020547047376493,0.2272503178085375,0.0161770901313587,0.15869033248037837,0.0033760334218138,0.0033760334218138,-0.1356798510454581
32,2.040586045996648,0.2117401987387625,0.0163231443972088,0.16012293565516245,0.0034284353910437,0.0034284353910437,-0.1367156190085065
33,2.0574469237547293,0.1836264869921268,0.0164711791491884,0.1615749613480523,0.00347745029408,0.00347745029408,-0.13774174980571
34,2.079398524624226,0.2083508909482062,0.0166194325327131,0.1630291279794106,0.0035393939774875,0.0035393939774875,-0.1389126863277749
35,2.1084411296828893,0.2629762515173698,0.016791562745545,0.16471748974916747,0.0036371770625042,0.0036371770625042,-0.1403335389195932
36,2.137726390420104,0.284993534507212,0.016997274528287,0.16673523434633442,0.0037266818687382,0.0037266818687382,-0.141736242181457
37,2.171785568222265,0.3260357973433804,0.017202986311029,0.1687529718877102,0.0038382543938343,0.0038382543938343,-0.1428767838701342
38,2.213482926159296,0.3868536113629017,0.0173756894443264,0.1704469364107569,0.0039763021951172,0.0039763021951172,-0.1439488769746074
39,2.267287662400132,0.4965783860548456,0.0175446528619289,0.17210421488642338,0.004164735055118,0.004164735055118,-0.1453079846663348
40,2.330778612963742,0.5986928395156805,0.0177576402750124,0.1741932959224184,0.0043929459421316,0.0043929459421316,-0.1470808950593076
41,2.413638100857794,0.7575051221271364,0.0180372684501741,0.17693600898180442,0.0047070525772599,0.0047070525772599,-0.1487673057023937
42,2.516134748490515,0.9346159064381212,0.0183168966253358,0.17967870820622484,0.0051285569723778,0.0051285569723778,-0.150450641712259
43,2.63586319660194,1.1068496851009764,0.0186065244615055,0.18251947308465558,0.0056436058991245,0.0056436058991245,-0.152220083168802
44,2.7708114864115005,1.2605919740874096,0.0188972665446333,0.18537115146367913,0.0060450177847365,0.0060450177847365,-0.1536406614595329
45,2.9193120437913453,1.408106792087235,0.0191677046086171,0.1880236683728507,0.0067117340596336,0.0067117340596336,-0.1547777071426734
46,3.07418022115199,1.512484164412534,0.0194079891356247,0.19038042112835943,0.0074623149819574,0.0074623149819574,-0.1558606324929767
47,3.242110315971776,1.6080699799065756,0.0196482736626323,0.19273716289193973,0.0082792816168626,0.0082792816168626,-0.1581664099996683
48,3.406360862764469,1.6437242182924447,0.0200383935946991,0.19656348595518483,0.0089087458525533,0.0089087458525533,-0.1603529560134853
49,3.576533919126697,1.6797044523636255,0.0204459474148276,0.2005607698286642,0.009865200371039,0.009865200371039,-0.1620280180691794
50,3.741856512656085,1.66022379822712,0.0207920940946673,0.20395574693597426,0.0109128069860218,0.0109128069860218,-0.1630673625067601
51,3.907238978553413,1.6690092616293457,0.0210480846798114,0.2064664650611068,0.0119372596497941,0.0119372596497941,-0.1643399296993246
52,4.085418379257805,1.733014131719025,0.0213040752649556,0.20897716965624938,0.0126378148878794,0.0126378148878794,-0.165984490278009
53,4.263355244830756,1.7662772439448329,0.0216707397455292,0.21257331784436792,0.0139167236496478,0.0139167236496478,-0.1677030389352192
54,4.442791046729482,1.7857354332199606,0.0220505374060741,0.21629824264712363,0.0152209326651358,0.0152209326651358,-0.168868137724663
55,4.626209875703469,1.8197278458746904,0.0223630976054546,0.21936370218066126,0.0166146688819763,0.0166146688819763,-0.1698279738701491
56,4.806813080633699,1.821649349919408,0.022576774261565,0.22145934101984574,0.0173179334835507,0.0173179334835507,-0.1702051142929738
57,4.988843820235863,1.804440645264452,0.0227904509176754,0.22355496974770317,0.0188130588366087,0.0188130588366087,-0.1709911567669227
58,5.160119337048958,1.7464306840467942,0.0229834948477469,0.22544823473161188,0.0195533490596943,0.0195533490596943,-0.171347455376926
59,5.329709378852144,1.7024496551293835,0.0231741440678608,0.2273180055177726,0.0208559484907601,0.0208559484907601,-0.1728804465377243
60,5.487835096329485,1.631800119096485,0.0233820816033109,0.22935732008984613,0.0207283669405149,0.0207283669405149,-0.1735004404422829
61,5.635446687746674,1.5480085410973852,0.0236160009964428,0.23165143577445757,0.0221048158343944,0.0221048158343944,-0.1747785526587283
62,5.781380659868567,1.4776258360212375,0.0238499203895747,0.2339455387835003,0.0225830608940309,0.0225830608940309,-0.1750592246312803
63,5.911633538796764,1.3532770521848172,0.0239249616988646,0.2346814840087355,0.0228717460757535,0.0228717460757535,-0.1745519953450128
64,6.040506684881534,1.303209538407084,0.023982007116898,0.2352409390220998,0.0240606405792871,0.0240606405792871,-0.1772340388179412
65,6.175165779880919,1.343059460543775,0.0240900056873774,0.23630009897029244,0.021388664468733,0.021388664468733,-0.1775812868406988
66,6.320710596497388,1.4185226074640775,0.0242727952837112,0.23809274066533564,0.0226340215532022,0.0226340215532022,-0.1787538284107185
67,6.466205966547711,1.4311442168944732,0.024455584880045,0.23988537440521548,0.0227502300831258,0.0227502300831258,-0.1796756868535573
68,6.608931741662429,1.429522011151013,0.0246202640530115,0.24150039075964566,0.0230320419479813,0.0230320419479813,-0.1841484674852688
69,6.75659465271886,1.4566596125700264,0.024782893887946,0.24309530273272995,0.0184276176447464,0.0184276176447464,-0.1926074581642578
70,6.905452941030528,1.48071084519672,0.025128362425766,0.246483293805798,0.0101409696094264,0.0101409696094264,-0.1962362719364369
71,7.051698677091987,1.476833440028026,0.0257682512984049,0.2527585710048642,0.0113557190064019,0.0113557190064019,-0.2008589069045387
72,7.1976595958616745,1.4559590835131944,0.0264081401710438,0.25903374470997326,0.0111988648146941,0.0111988648146941,-0.2105699280862484
73,7.341507350630167,1.4386747916872968,0.0274073688767251,0.26883262950461256,0.0075547224791037,0.0075547224791037,-0.2207865877295403
74,7.486982702706414,1.4488690222927891,0.028448893549947,0.27904600167658167,0.0035971164477666,0.0035971164477666,-0.2294196390802667
75,7.628068776231114,1.4286330450401532,0.029543094895584997,0.2897756042096068,0.0023145139623424,0.0023145139623424,-0.2397887582731974
76,7.768635086038536,1.4109154918559554,0.030714600947479596,0.3012628621840591,-0.0006401706355396,-0.0006401706355396,-0.2548119441164234
77,7.90371576814007,1.3773428423870209,0.0318861069993742,0.3127497066974444,-0.0100925727986934,-0.0100925727986934,-0.2666823671667007
78,8.042249572911135,1.3757137222581195,0.0329036962473347,0.3227270192552654,-0.0167368624630822,-0.0167368624630822,-0.2729607449136669
79,8.180892375800235,1.3668201162594005,0.03390825087505759,0.332576201540177,-0.0157504344966306,-0.0157504344966306,-0.2809334126470275
80,8.318965253058384,1.378456016327016,0.0347618382731774,0.3409449582933187,-0.0186301554413491,-0.0186301554413491,-0.290905001437642
81,8.451641476844753,1.3625000880667784,0.0353912757968998,0.3471159420711813,-0.0265315363889238,-0.0265315363889238,-0.3012593112079109
