t,vEgo,aEgo,roll,rollLateralAcceleration,targetLateralAcceleration,currentLateralAcceleration,steerCommand,gain
20,30.27004236892308,-0.0146108114926986,0.0003462698505634,0.0033969071661438346,-0.0821034648148096,-0.0821034648148096,-0.0320288040173758,1.5
21,30.271825747201888,-0.0311972749902524,-0.0003487071133483,-0.00342081671262018,-0.073689137232549,-0.073689137232549,-0.0160788580735105,1.5
22,30.263028048174025,-0.0331682031020045,-0.0003439704538582,-0.0033743500858091913,-0.0657594788576385,-0.0657594788576385,0.0029734592038672,1.5
23,30.22524899401225,-0.2524591273085957,-0.0003392337943681,-0.0033278834589224957,-0.0381332747784684,-0.0381332747784684,0.0007359048278268,1.5
24,30.20377682164583,-0.2474701469781866,0.0002972803633073,0.002916320321089346,-0.0032157595073641,-0.0032157595073641,0.0095168783154261,1.5
25,30.17906928905064,-0.2407456331121442,0.0013389165632115,0.013134767560659694,0.0412049814617507,0.0412049814617507,0.0051343925428628,1.5
26,30.176255277525737,-0.104349619584986,0.0024170006184258,0.02371075298079838,0.0477661421545887,0.0477661421545887,0.0072012990036545,1.5
27,30.191072575945235,0.0758387835994634,0.0037192219538500003,0.03648548325221087,0.0763011605353252,0.0763011605353252,-0.0001362385865955,1.5
28,30.18701134217683,-0.0091804822394675,0.0050214432892743,0.04926015165226546,0.0812093054344985,0.0812093054344985,-0.0032436152231159,1.5
29,30.20654705367402,0.1272853674244617,0.0061455160990262,0.0602871334487146,0.0959512565345178,0.0959512565345178,-0.0060514742423487,1.5
30,30.201696532265423,0.0150976633666945,0.007169145941451699,0.07032871923855942,0.0928192245671469,0.0928192245671469,-0.0081199078095653,1.5
31,30.19902076655564,0.0130258120214332,0.0081522133114941,0.07997232677098454,0.0968849268525342,0.0968849268525342,-0.0088785158426282,1.5
32,30.18207048569767,-0.0939413508455365,0.0088914198476765,0.0872236794163258,0.0991000795725002,0.0991000795725002,-0.0210663977790708,1.5
33,30.177684669556147,-0.0843630727916946,0.0096306263838588,0.09447498440035558,0.1026411570875969,0.1026411570875969,-0.0337990900103894,1.5
34,30.189088034706188,0.0539436729695104,0.0099141699529163,0.09725641398526953,0.1040573527346139,0.1040573527346139,-0.0406364675294336,1.5
35,30.18107259747962,-0.0406842986886251,0.0099445572710909,0.09755449888151514,0.0824857485311401,0.0824857485311401,-0.0467867922287501,1.5
36,30.18948480525719,0.0178671205774531,0.0099525040652705,0.09763245307456733,0.0596938421098387,0.0596938421098387,-0.0527896746602553,1.5
37,30.19049677504437,-0.0032263646191057,0.0098215159040911,0.0963475220197853,0.0461249763559745,0.0461249763559745,-0.0641490908581941,1.5
38,30.20154814461792,0.0446876876276577,0.0096905277429117,0.09506258931188229,0.0337669471419658,0.0337669471419658,-0.0701300577767936,1.5
39,30.214408868647485,0.1100383165825275,0.0102031730989138,0.1000913914145167,0.0279742669166804,0.0279742669166804,-0.1031362521788579,1.5
40,30.21640741224572,0.0292157240628582,0.0110713669536754,0.10860789101211021,0.0160407055483175,0.0160407055483175,-0.1178184267299064,1.5
41,30.22537419137665,0.0631848399011347,0.0120844796250778,0.11854585977237435,0.0151802869193944,0.0151802869193944,-0.1331258004598392,1.4885733810354862
42,30.22061987709729,-0.0353944217710584,0.0139887481951614,0.13722514420689247,-0.025707507130687,-0.025707507130687,-0.1416047207951112,1.4813277880047426
43,30.235952134421677,0.0759174521781633,0.0158930167652451,0.1559039310304215,-0.0336883503070642,-0.0336883503070642,-0.1452431186877933,1.5114042140543535
44,30.23386309039912,-0.0102391163978818,0.0167564729670337,0.1643733074485535,-0.0530021463642498,-0.0530021463642498,-0.1453283269355749,1.5425736680608266
45,30.24310205479739,0.0657252043949597,0.0170414761673139,0.16716878962594958,-0.0656875435092589,-0.0656875435092589,-0.1444334189488345,1.570427836634879
46,30.22355363285533,-0.1031245425419568,0.017311707268106,0.16981936566182923,-0.0695500997352567,-0.0695500997352567,-0.1449010567059605,1.5941911307040146
47,30.21682125504807,-0.090832080851148,0.0174924241880178,0.17159193021534302,-0.0678927963748754,-0.0678927963748754,-0.1470409865302602,1.6119367170270666
48,30.19305667973853,-0.1908070128133361,0.0176731411079296,0.1733644891649037,-0.0643500359097271,-0.0643500359097271,-0.1545829873016155,1.6239508851712925
49,30.18990058192496,-0.0890597330572147,0.0184305482911959,0.18079344285755597,-0.0577536556525153,-0.0577536556525153,-0.1535350218533808,1.6326978408941217
50,30.197397644966205,0.0466702973523953,0.0195624153208995,0.19189505442614185,-0.0505931992388877,-0.0505931992388877,-0.1609852210086581,1.6403086835146525
51,30.197997770583275,0.0085454309722408,0.0205570407032359,0.20165036596251912,-0.0545889794968559,-0.0545889794968559,-0.1639997432782595,1.6468663891936108
52,30.223751604761222,0.1661301722527209,0.020683835068342,0.20289395424812928,-0.0515957115680064,-0.0515957115680064,-0.1665581524632812,1.653523290673348
