t,vEgo,aEgo,roll,rollLateralAcceleration,targetLateralAcceleration,currentLateralAcceleration,steerCommand,gain
20,7.388365449626093,-0.5058752730219124,-0.029687243997120697,-0.29118908681454914,-0.7109408393339216,-0.7109408393339216,-0.1210061439314446,1.5
21,7.333493161147745,-0.5388488671973459,-0.029529153762788904,-0.2896389013471625,-0.6301196974440878,-0.6301196974440878,-0.0086198647468829,1.5
22,7.226790584877962,-0.8765094880965297,-0.0295913450957573,-0.29024873178897836,-0.4873725583760654,-0.4873725583760654,0.0730373660835213,1.5
23,7.098224378415798,-1.143215006219906,-0.0296384566510362,-0.2907106934921758,-0.3354211691524571,-0.3354211691524571,0.1546666862930966,1.5
24,6.971355531346899,-1.2132832165625496,-0.0295654507146627,-0.28999481902275775,-0.2241775166234531,-0.2241775166234531,0.2149313158129261,1.5
25,6.839992640334565,-1.2738524773900124,-0.029492444778289204,-0.289278943007706,-0.1125268093821958,-0.1125268093821958,0.2464275862173389,1.5
26,6.706961290834448,-1.3146091595571492,-0.029621900955746596,-0.2905483534104989,-0.0312966613923888,-0.0312966613923888,0.2760998973776493,1.5
27,6.5869398458330926,-1.271861380526867,-0.0298679206060725,-0.29296073858993343,0.0096683964096703,0.0096683964096703,0.3046843557400909,1.5
28,6.454756997399935,-1.3122990663385106,-0.030027502853969098,-0.29452553847035345,0.0491723575388072,0.0491723575388072,0.3130799993823315,1.5
29,6.3235342847411165,-1.3265542155351535,-0.029633161490845796,-0.2906587707804254,0.0928246635484728,0.0928246635484728,0.3207717657459976,1.5299933690703789
30,6.200866350409173,-1.26896637852422,-0.0292388201277225,-0.2867919578915737,0.1083470907648386,0.1083470907648386,0.3457826455002685,1.5504306635256329
31,6.065418175444614,-1.2908853022488769,-0.029334431873118096,-0.28772950689888466,0.1180821796615366,0.1180821796615366,0.3746796705469253,1.5560721337305965
32,5.947288293962764,-1.186012723358559,-0.029708969155920997,-0.29140211664407817,0.1495391734124416,0.1495391734124416,0.3754077930839998,1.5559115482431067
33,5.857647372839486,-0.9947595003421236,-0.030104999399616496,-0.2952854359876749,0.1865721506524781,0.1865721506524781,0.3756575237859078,1.5553626034715071
