t,vEgo,aEgo,roll,rollLateralAcceleration,targetLateralAcceleration,currentLateralAcceleration,steerCommand,theta_a,theta_b,theta_c,theta_d
20,33.6662993138583,-0.1427389358746498,0.0379484200761454,0.3721846564960506,1.0737234709618368,1.0737234709618368,0.3224416333145364,0.9,1.5,1.0,0.0
21,33.6629245725833,-0.0952381240838884,0.0390740330574359,0.383218731801151,1.0527911761675326,1.0527911761675326,0.3037519433958606,0.7829854750407381,1.5,0.9592412056173263,-0.10951229093213889
22,33.65764991040884,-0.0661868093852008,0.0401996460387263,0.39425232156641193,1.0243747365375606,1.0243747365375606,0.1855302560225258,0.8295970857692317,1.3021830624809125,0.9853307366831646,-0.07110969586137093
23,33.662165243010804,0.0011238148488627,0.0399067752820611,0.3913815637145757,0.7800144861106189,0.7800144861106189,0.1823100915216171,0.825764162855775,1.299853973897985,0.9744919014959497,-0.08178297844082005
24,33.67285350424658,0.0658829392096585,0.0395470972251954,0.3878559059749088,0.7701471502025644,0.7701471502025644,0.1788544009828539,0.843215934590761,1.3404310960481043,0.9377621586476209,-0.13938409327996018
25,33.67554090121588,0.0439748482833553,0.0392843499435662,0.3852803571308656,0.7606936247013875,0.7606936247013875,0.1829872511575265,0.672628144631032,1.193098080270783,1.0014658402097527,0.02569684444141096
26,33.67382149315373,0.0294165545009753,0.0391475868832913,0.3839397430315598,0.7675926000293568,0.7675926000293568,0.1849436047777162,0.701606557201204,1.1841395589033357,0.990022037218272,-0.00533081724715213
27,33.669148863392884,-0.0181656245146981,0.0390108238230165,0.3825991217509945,0.7701212729106445,0.7701212729106445,0.1862974566353196,0.6978905720137345,1.184578976230367,0.9913670884091981,-0.0014258306268558531
28,33.66716762759941,-0.0174871773015694,0.0390769178564689,0.3832470100769736,0.7734588263379781,0.7734588263379781,0.1864954802509668,0.6999589127314804,1.1841018424063905,0.9906594917701546,-0.0036673965944159586
29,33.660892131542724,-0.044179291045929,0.03915942023223749,0.3840557392170013,0.7746073695177639,0.7746073695177639,0.1813171704228903,0.7012393640684964,1.1837874554349213,0.9901972531747429,-0.0050553336447121825
30,33.658822105796624,-0.0399783404686168,0.0395779472558962,0.3881583079628706,0.768343857412982,0.768343857412982,0.1871975204817226,0.7065226184848702,1.181220517961148,0.9880747805131016,-0.010883060206000945
31,33.65074046226451,-0.0664541166899483,0.0403921611277016,0.3961393614992896,0.7880037662795076,0.7880037662795076,0.1910825986379111,0.7099040165564685,1.1807902572906654,0.986215487063041,-0.014296078750476927
32,33.6548224105023,0.0206939086188863,0.0412063749995069,0.40412015241741844,0.8037960334517689,0.8037960334517689,0.191907042251222,0.703672159921504,1.1793970778110976,0.9915274619146113,-0.009175862092877868
33,33.64386412609669,-0.0622102717520619,0.0414234390734686,0.4062477338791554,0.8074734025781413,0.8074734025781413,0.1881706260802332,0.6991390643727893,1.1759098957614342,0.9985333044726616,-0.006454697626543546
34,33.647208299022104,-0.0132308830176661,0.0415926291052163,0.4079060584846122,0.8016847911581142,0.8016847911581142,0.1910793141516949,0.6970297584733223,1.1722849373054012,1.0035064661255273,-0.005639512364959186
35,33.64080758168798,-0.0352113795292076,0.0417848818107868,0.40979041887248624,0.8093308107381891,0.8093308107381891,0.2008344777981709,0.6965674077570118,1.171352798993189,1.0048223617717789,-0.0055262030117166905
36,33.63600141754381,-0.0487382558285624,0.0420044242197309,0.4119422401205079,0.8309922778751787,0.8309922778751787,0.2031680192614447,0.6943218833716044,1.167236539396501,1.01056737152931,-0.005010698508946513
37,33.65191450252621,0.0696080174283106,0.0422239666286751,0.4140940415133804,0.8379868484463135,0.8379868484463135,0.221073146557403,0.6919113431676888,1.1628958941682037,1.0195252442398424,-0.0050653536887534985
38,33.653792114943386,0.0365611087746741,0.0426321736542009,0.4180949486042528,0.8781050023664648,0.8781050023664648,0.2469964845843575,0.6919495325258871,1.162377428299897,1.0214650794976856,-0.005514692560091355
39,33.66081964695643,0.0697003814791755,0.0430565317879911,0.42225408161117106,0.9350315270915028,0.9350315270915028,0.2705843566564013,0.6931509426366328,1.1609239973066228,1.0358705733085247,-0.009841146177006887
40,33.65520028481505,-0.0128070008909655,0.0430176467375035,0.4218729724819594,0.9829995984993009,0.9829995984993009,0.2733461859998246,0.6974955382913941,1.1698195152829949,1.0457351160487627,-0.014740292271536552
41,33.645373681057464,-0.0876459384495089,0.0423857210357143,0.4156794324990337,0.9823740974924196,0.9823740974924196,0.2755280465121247,0.7084019576301738,1.1786543193313435,1.0536205084862915,-0.024351779136222253
42,33.638457015861704,-0.0759239025904162,0.0417537953339251,0.4094857265228073,0.9805936345655452,0.9805936345655452,0.2774444280098906,0.7043986752669563,1.1774535170303282,1.0530097564615117,-0.021259313327602062
43,33.64081556319291,0.0028193685153314,0.0409633452156822,0.401738042119206,0.9768409063244464,0.9768409063244464,0.277689029852134,0.7138351706514272,1.1769661071498543,1.05219906758448,-0.028095503412133745
44,33.640735811082955,0.0176980742434908,0.04016223410202469,0.3938856066986994,0.9694934009967991,0.9694934009967991,0.2766767077630289,0.7190121631019595,1.1779671530018074,1.0502697732594732,-0.03108488825993703
45,33.636110075171324,-0.0445532225336679,0.0393463028655701,0.3858876456517803,0.9593378717353104,0.9593378717353104,0.2791917751286722,0.7227392357355477,1.1791882623601988,1.0475490418371516,-0.03263108347747756
46,33.636283430572995,-0.0008953036001801,0.0385107520307817,0.3776971022207102,0.9563531205207432,0.9563531205207432,0.2828452882560783,0.7273463379834519,1.1807536452184628,1.0420454055928474,-0.03364708497330227
47,33.6256753170664,-0.0337493303238202,0.0376752011959933,0.36950629510223737,0.9555821536445844,0.9555821536445844,0.2887751319895727,0.7357805647594435,1.1842941680590249,1.0264386607007152,-0.033088808362901394
48,33.62275226148448,-0.01295097505085,0.0368545900519202,0.361461688900007,0.959805023761181,0.959805023761181,0.2832280595533997,0.743048811016182,1.1907766975913752,1.0076448332250865,-0.029994327832221696
49,33.615324920203534,-0.060321615970125,0.0360346456916828,0.3534233761916704,0.9401465642115588,0.9401465642115588,0.2862563344913217,0.7474407221935743,1.200235791942424,0.9919847239701199,-0.025672848081895964
50,33.60975670261897,-0.0484105033311505,0.0350364314823387,0.3436370774016219,0.936562059691202,0.936562059691202,0.2895757471420925,0.744166740893944,1.1906174204908817,1.0061927866345781,-0.03018592422772862
51,33.61257369259475,0.0090057331139934,0.0338046287852161,0.33156025138827117,0.9314206330604492,0.9314206330604492,0.2856321351897817,0.7449178609198468,1.1957599000596493,0.9979290936682944,-0.026671154184060273
52,33.61474238948256,-0.003507277885872,0.0325728260880935,0.31948292228605346,0.9111837330570666,0.9111837330570666,0.2733471136375373,0.7448254760750701,1.1849096855214611,1.0098932134711924,-0.032930934323132995
