t,vEgo,aEgo,roll,targetLateralAcceleration,currentLateralAcceleration,steerCommand,learn_gain,learn_lag_steps,learn_lr,learn_error
20,28.371423541208085,0.3945498555756984,0.023865917190158327,-0.1106039356491559,-0.1106039356491559,-0.1524622638688921,1.6215718812912725,0,0.03,-0.027594683758110694
21,28.40666018588497,0.3485335728584551,0.02373979453736515,-0.1083614079960842,-0.1083614079960842,-0.1503609145880491,1.6215718812912725,0,0.03,0.002242527653071702
22,28.44473676553413,0.3803263330892078,0.023735848902947963,-0.1232153268673842,-0.1232153268673842,-0.1586894168894569,1.6215718812912725,0,0.03,-0.014853918871300012
23,28.47178741650579,0.3166384922028401,0.02378352577084392,-0.1190676018152018,-0.1190676018152018,-0.156502216547798,1.6215718812912725,0,0.03,0.004147725052182402
24,28.497863855263653,0.2564307761237429,0.023844197151567072,-0.1175413728243844,-0.1175413728243844,-0.1558856809846177,1.6215718812912725,0,0.03,0.0015262289908174048
25,28.5263523026044,0.3074625841218215,0.023959362578831914,-0.1178033933109741,-0.1178033933109741,-0.1565817282980166,1.6215718812912725,0,0.03,-0.0002620204865897008
26,28.54921039650559,0.2619514400772634,0.024074527688140175,-0.1282952444975635,-0.1282952444975635,-0.1631102416446616,1.6215718812912725,0,0.03,-0.010491851186589393
27,28.590885483026412,0.3664987729823092,0.024377554785292813,-0.120682113024669,-0.120682113024669,-0.16032882109766,1.6215718812912725,0,0.03,0.0076131314728944965
28,28.62242714119946,0.3476915489777163,0.024763168557293883,-0.1248490667662581,-0.1248490667662581,-0.1647285108510595,1.6215718812912725,0,0.03,-0.004166953741589097
29,28.655999139813527,0.3359983934423576,0.02503010710148027,-0.1252383630020853,-0.1252383630020853,-0.166312744423213,1.6215718812912725,0,0.03,-0.0003892962358272023
30,28.698282154760115,0.3869550894975487,0.024830396829714836,-0.1148508263054715,-0.1148508263054715,-0.1591701410166203,1.6215718812912725,0,0.03,0.010387536696613797
31,28.72429225636374,0.3014905170089573,0.02463068556699317,-0.1097188181590816,-0.1097188181590816,-0.1550634889315977,1.6215718812912725,0,0.03,0.005132008146389894
32,28.748178241060945,0.2336996557719518,0.024481537165172526,-0.102659861767703,-0.102659861767703,-0.1501539177356048,1.6215718812912725,0,0.03,0.007058956391378601
33,28.77724055588985,0.2933166396873854,0.024354381724820507,-0.1071046910920014,-0.1071046910920014,-0.1518713195094747,1.6215718812912725,0,0.03,-0.004444829324298391
34,28.803888523489995,0.2662329719644886,0.024381920243234878,-0.1113214371335588,-0.1113214371335588,-0.1543235953733642,1.6215718812912725,0,0.03,-0.004216746041557404
35,28.8268389882754,0.2260862051917251,0.02498765545371848,-0.0902733931681618,-0.0902733931681618,-0.1456971777166752,1.6215718812912725,0,0.03,0.021048043965397
36,28.86087335479533,0.3043668204895817,0.02559338149026292,-0.0584831015596125,-0.0584831015596125,-0.1309395403769415,1.6215718812912725,0,0.03,0.0317902916085493
37,28.871851657656347,0.1753937760664076,0.02564894439739333,-0.0169038448660024,-0.0169038448660024,-0.1075833321346455,1.6215718812912725,0,0.03,0.041579256693610095
38,28.896140132026137,0.2011706728919503,0.025463407653925237,0.0463567058543304,0.0463567058543304,-0.0704054989610606,1.6215718812912725,0,0.03,0.0632605507203328
39,28.901072514455933,0.1128407259434571,0.025276804021086438,0.0404911199140614,0.0404911199140614,-0.0727035968846936,1.6215718812912725,0,0.03,-0.005865585940269001
40,28.923857617493645,0.171166621976783,0.025086305038636066,0.0442348089395403,0.0442348089395403,-0.0694625233388108,1.6215718812912725,0,0.03,0.003743689025478898
41,28.93712385736393,0.146067305357965,0.02489580514522939,0.0607605528352146,0.0607605528352146,-0.0589338299126432,1.6215718812912725,0,0.03,0.0165257438956743
42,28.94160578646534,0.0893197552105087,0.02455567187180663,0.105475955223582,0.105475955223582,-0.0314430315951738,1.6215718812912725,0,0.03,0.044715402388367395
43,28.94662873326673,0.0424300259934793,0.024150925343579654,0.1025848938771587,0.1025848938771587,-0.0308218007466174,1.6215718812912725,0,0.03,-0.002891061346423293
44,28.96010803602457,0.1102502806901284,0.02376845464695488,0.1130540348402143,0.1130540348402143,-0.0226746471292039,1.6215718812912725,0,0.03,0.010469140963055595
45,28.965509990024728,0.0751420175728602,0.02347768615447435,0.113655668263401,0.113655668263401,-0.0206952997091654,1.6215718812912725,0,0.03,0.0006016334231866982
46,28.98428861006824,0.1254065138055846,0.023186915675933523,0.1091531543783561,0.1091531543783561,-0.021630897221053,1.6215718812912725,0,0.03,-0.004502513885044898
47,28.98746501334076,0.0834479459014038,0.023186869514643924,0.093807379770759,0.093807379770759,-0.0304060103361672,1.6215718812912725,0,0.03,-0.015345774607597104
48,28.993851353806107,0.0631591323311812,0.0233128788339061,0.0943754468921569,0.0943754468921569,-0.0307838339131706,1.6215718812912725,0,0.03,0.000568067121397911
49,29.001391959283445,0.0604244731363485,0.023395295067727907,0.1010111914152748,0.1010111914152748,-0.0274473550271356,1.6215718812912725,0,0.03,0.006635744523117895
50,29.01854257664135,0.1410216868987852,0.023293909973092233,0.1030007072011481,0.1030007072011481,-0.0257314676267846,1.6215718812912725,0,0.03,0.0019895157858732943
51,29.025557763317767,0.0810399124694011,0.023192524638889364,0.1023753178400754,0.1023753178400754,-0.0255165135963865,1.6215718812912725,0,0.03,-0.0006253893610726896
52,29.054019626654053,0.2206701605872599,0.023131090232472635,0.1020308292093561,0.1020308292093561,-0.0253531155829852,1.6215718812912725,0,0.03,-0.00034448863071930014
53,29.055224294875742,0.0852325304941594,0.023087817150696938,0.1058038031580403,0.1058038031580403,-0.0229551473101753,1.6215718812912725,0,0.03,0.0037729739486841996
54,29.08153382379701,0.1832207050032116,0.023090135053671516,0.0988784762137403,0.0988784762137403,-0.026907736478447,1.6215718812912725,0,0.03,-0.006925326944300009
55,29.096718083344577,0.1646886075718093,0.0232756684987076,0.0660834123151432,0.0660834123151432,-0.0466403153537753,1.6215718812912725,0,0.03,-0.0327950638985971
56,29.11198020143097,0.1647510820377671,0.02346120114210254,0.0657107311075128,0.0657107311075128,-0.0478741712066825,1.6215718812912725,0,0.03,-0.0003726812076303987
57,29.119127627390643,0.068642552864788,0.02364696454295327,0.0430137463258911,0.0430137463258911,-0.0618288491481319,1.6215718812912725,0,0.03,-0.0226969847816217
58,29.137482884849145,0.1612360249124999,0.023832828068756362,0.0340999563011406,0.0340999563011406,-0.0679109596279976,1.6215718812912725,0,0.03,-0.008913790024750498
59,29.14081692282248,0.0840743893236549,0.023977581413730534,0.0280027630534808,0.0280027630534808,-0.0721793643165876,1.6215718812912725,0,0.03,-0.0060971932476598
60,29.166818773918784,0.1839334367790247,0.02396485096914114,-0.0079563550709652,-0.0079563550709652,-0.0924726289702186,1.6215718812912725,0,0.03,-0.035959118124446
61,29.188247164033555,0.2203981645908485,0.02395212052066567,-0.0090483098729997,-0.0090483098729997,-0.0929771319752184,1.6215718812912725,0,0.03,-0.0010919548020344987
62,29.208569153564756,0.2078562815273545,0.02394845569774267,-0.0197690455821601,-0.0197690455821601,-0.0989839735203926,1.6215718812912725,0,0.03,-0.010720735709160401
63,29.239698348673784,0.2609837784225523,0.023948457179773293,-0.0305106608520636,-0.0305106608520636,-0.1049881171643927,1.6215718812912725,0,0.03,-0.010741615269903498
64,29.261565775335647,0.2308367809245654,0.0239618167810093,-0.0800613675053012,-0.0800613675053012,-0.1329367908592921,1.6215718812912725,0,0.03,-0.0495507066532376
65,29.268196032624328,0.1106839574723481,0.024028903872781265,-0.0774288964232892,-0.0774288964232892,-0.1318074088648889,1.6215718812912725,0,0.03,0.0026324710820119918
66,29.284125171848725,0.1438362988789461,0.024095990856344573,-0.0745878523190371,-0.0745878523190371,-0.1305343292185259,1.6215718812912725,0,0.03,0.002841044104252108
67,29.2953682065824,0.147563656714469,0.024163794077698742,-0.0729965649189297,-0.0729965649189297,-0.1299816635118331,1.6215718812912725,0,0.03,0.0015912874001074023
68,29.311637833128916,0.1260028628296878,0.024231907163336498,-0.0736799600834644,-0.0736799600834644,-0.1306949833279761,1.6215718812912725,0,0.03,-0.0006833951645347086
69,29.335838082755977,0.2181385272705587,0.02427202104864151,-0.0747656622213964,-0.0747656622213964,-0.1314566279390156,1.6215718812912725,0,0.03,-0.001085702137931993
70,29.347484520204773,0.1472906717843363,0.024199745186303738,-0.0864828159409875,-0.0864828159409875,-0.1375995287762728,1.6215718812912725,0,0.03,-0.011717153719591103
71,29.37129260424644,0.1767076114141757,0.024127469197477137,-0.0890840981221265,-0.0890840981221265,-0.1385885531110141,1.6215718812912725,0,0.03,-0.002601282181139003
72,29.38396430969726,0.1483028635826153,0.024287223640133537,-0.0833556621602232,-0.0833556621602232,-0.1362186225449523,1.6215718812912725,0,0.03,0.005728435961903297
73,29.386858317691924,0.0871220161182846,0.02454269364557157,-0.086368318989854,-0.086368318989854,-0.139301957605728,1.6215718812912725,0,0.03,-0.003012656829630797
