t,vEgo,aEgo,roll,rollLateralAcceleration,targetLateralAcceleration,currentLateralAcceleration,steerCommand,gain
20,33.6662993138583,-0.1427389358746498,0.0379484200761454,0.3721846564960506,1.0737234709618368,1.0737234709618368,0.3224416333145364,1.35
21,33.6629245725833,-0.0952381240838884,0.0390740330574359,0.383218731801151,1.0527911761675326,1.0527911761675326,0.3037519433958606,1.35
22,33.65764991040884,-0.0661868093852008,0.0401996460387263,0.39425232156641193,1.0243747365375606,1.0243747365375606,0.1855302560225258,1.35
23,33.662165243010804,0.0011238148488627,0.0399067752820611,0.3913815637145757,0.7800144861106189,0.7800144861106189,0.1823100915216171,1.35
24,33.67285350424658,0.0658829392096585,0.0395470972251954,0.3878559059749088,0.7701471502025644,0.7701471502025644,0.1788544009828539,1.35
25,33.67554090121588,0.0439748482833553,0.0392843499435662,0.3852803571308656,0.7606936247013875,0.7606936247013875,0.1829872511575265,1.35
26,33.67382149315373,0.0294165545009753,0.0391475868832913,0.3839397430315598,0.7675926000293568,0.7675926000293568,0.1849436047777162,1.35
27,33.669148863392884,-0.0181656245146981,0.0390108238230165,0.3825991217509945,0.7701212729106445,0.7701212729106445,0.1862974566353196,1.35
28,33.66716762759941,-0.0174871773015694,0.0390769178564689,0.3832470100769736,0.7734588263379781,0.7734588263379781,0.1864954802509668,1.35
29,33.660892131542724,-0.044179291045929,0.03915942023223749,0.3840557392170013,0.7746073695177639,0.7746073695177639,0.1813171704228903,1.35
30,33.658822105796624,-0.0399783404686168,0.0395779472558962,0.3881583079628706,0.768343857412982,0.768343857412982,0.1871975204817226,1.35
31,33.65074046226451,-0.0664541166899483,0.0403921611277016,0.3961393614992896,0.7880037662795076,0.7880037662795076,0.1910825986379111,1.35
32,33.6548224105023,0.0206939086188863,0.0412063749995069,0.40412015241741844,0.8037960334517689,0.8037960334517689,0.191907042251222,1.35
33,33.64386412609669,-0.0622102717520619,0.0414234390734686,0.4062477338791554,0.8074734025781413,0.8074734025781413,0.1881706260802332,1.35
34,33.647208299022104,-0.0132308830176661,0.0415926291052163,0.4079060584846122,0.8016847911581142,0.8016847911581142,0.1910793141516949,1.35
35,33.64080758168798,-0.0352113795292076,0.0417848818107868,0.40979041887248624,0.8093308107381891,0.8093308107381891,0.2008344777981709,1.35
36,33.63600141754381,-0.0487382558285624,0.0420044242197309,0.4119422401205079,0.8309922778751787,0.8309922778751787,0.2031680192614447,1.35
37,33.65191450252621,0.0696080174283106,0.0422239666286751,0.4140940415133804,0.8379868484463135,0.8379868484463135,0.221073146557403,1.35
38,33.653792114943386,0.0365611087746741,0.0426321736542009,0.4180949486042528,0.8781050023664648,0.8781050023664648,0.2469964845843575,1.35
39,33.66081964695643,0.0697003814791755,0.0430565317879911,0.42225408161117106,0.9350315270915028,0.9350315270915028,0.2705843566564013,1.35
40,33.65520028481505,-0.0128070008909655,0.0430176467375035,0.4218729724819594,0.9829995984993009,0.9829995984993009,0.2733461859998246,1.35
41,33.645373681057464,-0.0876459384495089,0.0423857210357143,0.4156794324990337,0.9823740974924196,0.9823740974924196,0.2755280465121247,1.35
42,33.638457015861704,-0.0759239025904162,0.0417537953339251,0.4094857265228073,0.9805936345655452,0.9805936345655452,0.2774444280098906,1.35
43,33.64081556319291,0.0028193685153314,0.0409633452156822,0.401738042119206,0.9768409063244464,0.9768409063244464,0.277689029852134,1.35
44,33.640735811082955,0.0176980742434908,0.04016223410202469,0.3938856066986994,0.9694934009967991,0.9694934009967991,0.2766767077630289,1.35
45,33.636110075171324,-0.0445532225336679,0.0393463028655701,0.3858876456517803,0.9593378717353104,0.9593378717353104,0.2791917751286722,1.35
46,33.636283430572995,-0.0008953036001801,0.0385107520307817,0.3776971022207102,0.9563531205207432,0.9563531205207432,0.2828452882560783,1.35
47,33.6256753170664,-0.0337493303238202,0.0376752011959933,0.36950629510223737,0.9555821536445844,0.9555821536445844,0.2887751319895727,1.35
48,33.62275226148448,-0.01295097505085,0.0368545900519202,0.361461688900007,0.959805023761181,0.959805023761181,0.2832280595533997,1.35
49,33.615324920203534,-0.060321615970125,0.0360346456916828,0.3534233761916704,0.9401465642115588,0.9401465642115588,0.2862563344913217,1.35
50,33.60975670261897,-0.0484105033311505,0.0350364314823387,0.3436370774016219,0.936562059691202,0.936562059691202,0.2895757471420925,1.35
51,33.61257369259475,0.0090057331139934,0.0338046287852161,0.33156025138827117,0.9314206330604492,0.9314206330604492,0.2856321351897817,1.35
52,33.61474238948256,-0.003507277885872,0.0325728260880935,0.31948292228605346,0.9111837330570666,0.9111837330570666,0.2733471136375373,1.35
53,33.6310706438621,0.101786896216282,0.0313994755555342,0.30797824203070084,0.8744806771807574,0.8744806771807574,0.2639724072176482,1.35
54,33.627716467924195,0.0392405693261891,0.0302290403689136,0.296501724244754,0.8436483842390793,0.8436483842390793,0.262629567644574,1.35
55,33.62939436216317,0.0579091332893275,0.0286230249096312,0.2807535348540031,0.8251624395114685,0.8251624395114685,0.2350956384595942,1.35
56,33.631312300972404,0.0218726941785735,0.0264389067203436,0.25933545919902257,0.7475194362244987,0.7475194362244987,0.2229829446426595,1.35
57,33.638276814195024,0.0401814615966941,0.0242547885310559,0.23791614641785108,0.7016215909793354,0.7016215909793354,0.2185118213719779,1.35
58,33.639849181648785,0.0391416985204084,0.022656734159783,0.22224354701082719,0.6769279213065456,0.6769279213065456,0.2128960400293743,1.35
59,33.63784286163287,-0.000707631657863,0.0211027176815635,0.207002295785555,0.6503341737796666,0.6503341737796666,0.1828498312683286,1.35
60,33.633581573745865,-0.0374594188331465,0.0190949718137352,0.1873102902262196,0.5703352005306995,0.5703352005306995,0.1734298998531505,1.35
61,33.64452909847544,0.0454970801738642,0.0165622151337077,0.16246790254427965,0.5268038680744593,0.5268038680744593,0.1273850292351077,1.35
62,33.646022276095884,0.0423475245525191,0.0140294584536803,0.13762447265463332,0.410801538627868,0.410801538627868,0.0998412813584251,1.35
63,33.63317401926288,-0.095262965240705,0.0123837796374648,0.12148177315438465,0.3404856491280307,0.3404856491280307,0.092487573760183,1.35
64,33.63780820117474,-0.0275535695997916,0.010806548112113,0.10601017361418419,0.3106341333067343,0.3106341333067343,0.038677762982669,1.35
65,33.63017878050374,-0.0659619005558451,0.0091675007257309,0.08993192241460024,0.1895507567447085,0.1895507567447085,0.0382732157868508,1.35
66,33.6328493657325,0.0136059350829016,0.007454419036918,0.07312717348821914,0.1719635090566191,0.1719635090566191,0.0021336157313992,1.35
67,33.63904280127819,0.0399106130553594,0.0057413373481051,0.056322209959313294,0.0848772130368339,0.0848772130368339,0.004621780613079,1.35
68,33.63986132110495,-0.0003443369318292,0.0037538976822521,0.03682564977312266,0.070218447495999,0.070218447495999,0.0081241718097686,1.35
69,33.64711250325824,0.0819410937010741,0.0017450683248043,0.017119111577626276,0.0573244859855111,0.0573244859855111,0.0001618651579725,1.35
70,33.6406897699555,0.0035113266500535,-0.00012092954732600001,-0.0011863188563766144,0.0235351491597513,0.0235351491597513,-0.0019515803597511,1.35
71,33.641537133559986,-0.0072596200905994,-0.0018002036904848002,-0.01765998866509998,0.0029522049090667,0.0029522049090667,0.0038348039957285,1.35
72,33.65155534957935,0.0302752387419727,-0.0034794778336436,-0.03413360867334431,-0.0022688316913747,-0.0022688316913747,-0.0103056390163333,1.35
73,33.656761358715585,0.0540876776799499,-0.0043852095510272,-0.043018767819666334,-0.0386576771595068,-0.0386576771595068,-0.0293963193895663,1.35
74,33.64438219112654,-0.0248987404874813,-0.005236051037846,-0.05136542597279242,-0.0841322823414378,-0.0841322823414378,-0.0242344716228861,1.35
75,33.641410584877654,-0.0577570436921097,-0.005921688339333,-0.05809142309802443,-0.0808120813327486,-0.0808120813327486,-0.0196674887339397,1.35
76,33.6483523924739,0.030633569839353,-0.0063928384684771005,-0.06271331820839852,-0.0765571945884414,-0.0765571945884414,-0.0237650821521391,1.35
77,33.656582701259424,0.0728434428629105,-0.0068639885976212005,-0.06733519939751721,-0.0891596562869796,-0.0891596562869796,-0.0336069425380152,1.35
78,33.65813404660512,0.0333217320944878,-0.0077765070915695,-0.07628676566776557,-0.1172691492061953,-0.1172691492061953,-0.0325352769519651,1.35
79,33.64752255765389,-0.1067355242932389,-0.0087098088437607,-0.08544214446325182,-0.1243220481657977,-0.1243220481657977,-0.0242698033339899,1.35
80,33.66086067647546,0.0272606961004379,-0.0096709744441453,-0.0948707804392084,-0.1176822504532899,-0.1176822504532899,-0.0191073265969487,1.35
81,33.647966053584426,-0.0441577658600931,-0.0106697706863788,-0.10466846442744089,-0.1174223432750768,-0.1174223432750768,-0.0086313332833143,1.35
82,33.655371822691684,0.0384482614190668,-0.0116685669286124,-0.11446604399905791,-0.1068475340975412,-0.1068475340975412,-0.008593028214652,1.35
83,33.67287673502032,0.11575665025889,-0.0121335906288375,-0.1190276033983222,-0.1113416198618786,-0.1113416198618786,0.0057903339024859,1.35
84,33.68253196196661,0.1006779700614573,-0.0125711010407864,-0.12331925307357891,-0.0876428685811169,-0.0876428685811169,0.0180860544189723,1.35
85,33.66979913934625,-0.0086025014202449,-0.012841009063352199,-0.12596683703448075,-0.066367544062446,-0.066367544062446,0.0203761090171511,1.35
86,33.656275790149614,-0.1042641536888259,-0.0128893527621801,-0.12644104947309648,-0.062397650692203,-0.062397650692203,0.0225806387371725,1.35
87,33.65854733866879,-0.0375399829123619,-0.012937696461008102,-0.12691526161620612,-0.0585800066376875,-0.0585800066376875,0.0230696482906781,1.35
88,33.66787238896972,0.0497156503253693,-0.0128842839241286,-0.12639132830069671,-0.0570944247000833,-0.0570944247000833,0.0231717975113011,1.35
89,33.662066025422725,-0.0025212404520531,-0.0128232109603532,-0.12579225201889946,-0.056302818853374,-0.056302818853374,0.0251924993512051,1.35
90,33.645824098890365,-0.1088884696052548,-0.0128241442313543,-0.12580140665464382,-0.0523984111183623,-0.0523984111183623,0.025593342354455,1.35
91,33.653315076970905,-0.0163790024062655,-0.012898674636024102,-0.12653248945377527,-0.0523406692269776,-0.0523406692269776,0.0251860741387889,1.35
92,33.66219982163114,0.0473906463878695,-0.012973205040693898,-0.12726357155004636,-0.0538537813672364,-0.0538537813672364,0.0292098248051481,1.35
93,33.66097991938574,0.054201521865407,-0.012852116213363001,-0.12607578918505394,-0.0448356248826344,-0.0448356248826344,0.0288623215363114,1.35
94,33.658043036059006,0.0001378362466506,-0.0127160818069903,-0.12474140070867366,-0.0441816359107721,-0.0441816359107721,0.0318894504067564,1.35
95,33.658115685389305,-0.0303772227556431,-0.0125182020838455,-0.12280035513776508,-0.0363480599417132,-0.0363480599417132,0.0339690911841056,1.35
96,33.65152666923141,-0.0226048352923649,-0.0122418001357633,-0.1200890598215415,-0.0295986178301143,-0.0295986178301143,0.0359876165024561,1.35
97,33.641082441184274,-0.0576536562215887,-0.0119653981876812,-0.11737775533075054,-0.0229754556059222,-0.0229754556059222,0.0374850358572254,1.35
98,33.63472872718886,-0.0707489657809792,-0.0117566083371921,-0.11532967097535182,-0.0180239473645808,-0.0180239473645808,0.0374990002885833,1.35
99,33.63370196567556,-0.0429487536292697,-0.0115526989166057,-0.11332945541614449,-0.0159983567850293,-0.0159983567850293,0.0368943701489112,1.35
100,33.63961519611496,0.0433645300577389,-0.0116007889737984,-0.11380118726440701,-0.0176365489509296,0.024437927663734094,0.07106924620080063,1.35
101,33.62415080281644,-0.0817006007793591,-0.0119729435541613,-0.11745177007388868,-0.0173839330634307,0.053763440860215006,0.06994213763873389,1.35
102,33.64021548774281,0.028455778780371,-0.0123450981345241,-0.12110233661641315,-0.0156422164966379,0.053763440860215006,0.07117804176044452,1.35
103,33.641139996977664,0.0077186422978103,-0.0122395547648274,-0.12006703438284518,-0.0108099962790949,0.12218963831867047,0.07447379562218032,1.35
104,33.641143798329786,0.0221770860360803,-0.0120976185562528,-0.11867474326566384,-0.0082866032027598,0.12218963831867047,0.06872136848704515,1.35
105,33.64317066991678,0.0234135665338959,-0.0114915291027203,-0.11272941937435146,-0.0140975532744442,0.1319648093841641,0.059431922396175396,1.35
106,33.625624072350845,-0.13947571036821,-0.0102796947216696,-0.10084202916578835,-0.0134748948310591,0.06353861192570864,0.05017242538198083,1.35
107,33.6225970675195,-0.1038429850420977,-0.0090678603406188,-0.08895449086643001,-0.0028147993487404,0.09286412512218956,0.05717183777454739,1.35
108,33.606333769426726,-0.1211688398933183,-0.0088028021136827,-0.08635437346812559,0.0035162432854759,0.08308895405669592,0.05763603904121861,1.35
109,33.60975435517986,-0.0244751310128875,-0.0085852023391137,-0.0842198003579303,0.0086441537439037,0.11241446725317683,0.061343634118227436,1.35
110,33.622507055554145,0.0731760984202659,-0.0087572277609842,-0.08590730630065047,-0.0013565554993909,0.16129032258064502,0.051253083503454006,1.35
111,33.61807272156204,-0.0071206435380993,-0.0094412514504341,-0.09261730077285887,-0.0058035538579204,0.19061583577712593,0.047597091552394166,1.35
112,33.614128526398034,0.0193300347047253,-0.0101252751398839,-0.09932725191050662,-0.0191779758159189,0.20039100684261957,0.03839045298483456,1.35
113,33.61259549576124,-0.0071388966800493,-0.0105830809382433,-0.10381808601351585,-0.0230208955750812,0.17106549364613866,0.03750858045336669,1.35
114,33.6175203568979,0.0142798156946438,-0.0110294538429782,-0.10819674850010685,-0.0307750434348402,0.15151515151515138,0.0371653574513589,1.35
115,33.61052082176148,-0.0312377848448767,-0.0114000587487559,-0.11183215397914621,-0.0377965566276282,0.17106549364613866,0.035910012409068715,1.35
116,33.608872023958966,-0.0116930586623669,-0.0116692397961094,-0.11447264437981315,-0.0404910237938746,0.12218963831867047,0.03364554869002723,1.35
117,33.61431023180126,0.0485260896730091,-0.011938420843463,-0.11711312648597233,-0.044428966525305,0.12218963831867047,0.037178258004985656,1.35
118,33.61861532559946,0.0396959837461571,-0.0117279999209938,-0.1150490417603851,-0.0347653724038865,0.15151515151515138,0.04377388363626179,1.35
119,33.61334665880799,-0.0087278699569512,-0.0114835340230185,-0.1126509928174784,-0.0310322570936764,0.19061583577712593,0.04220358189748906,1.35
120,33.610154984409014,-0.0376579517877831,-0.011187449236314,-0.10974658767891056,-0.0282445143787727,0.15151515151515138,0.0384858711326604,1.35
121,33.615816691436905,0.0224406006743492,-0.0108245297366547,-0.10618656303377905,-0.0275024697448023,0.17106549364613866,0.04038275142139481,1.35
122,33.61042366898032,-0.0339715874881271,-0.0104616102369954,-0.10262652440275566,-0.0112441606541326,0.19061583577712593,0.049459674383767735,1.35
123,33.631293849265575,0.1151209897947178,-0.0108632087177114,-0.10656598152901303,-0.0127477137756066,0.17106549364613866,0.04915865819539818,1.35
124,33.62944521249889,0.0358909903410145,-0.0113228434749542,-0.11107472103166537,-0.0165518233937932,0.19061583577712593,0.05125522950924545,1.35
125,33.628667864067594,0.0068248164726373,-0.0119348945599617,-0.117078536109255,-0.0201917348747283,0.17106549364613866,0.050687243849278786,1.35
126,33.646093398331764,0.116037103703534,-0.0127386152472432,-0.1249624358541083,-0.0221664253270645,0.20039100684261957,0.056822001085675075,1.35
127,33.65494441591066,0.1096356987900176,-0.0135423359345247,-0.1328462548773632,-0.0119303690249219,0.19061583577712593,0.06833518526690609,1.35
128,33.6543284414966,0.0633617200392037,-0.013917796825877498,-0.13652917902991715,-0.0142153120055861,0.19061583577712593,0.07011974968419624,1.35
129,33.64188205843046,-0.0697121127714786,-0.0142613955752182,-0.13989954817937858,-0.0169046661833232,0.15151515151515138,0.07035526980103314,1.35
130,33.639310672746014,-0.0256700744272051,-0.014462592634718599,-0.14187308777433183,-0.0179915508790774,0.12218963831867047,0.07481343116446929,1.35
131,33.64160582105296,0.0076972890136698,-0.014496679988105598,-0.1422074496568458,-0.0170908919146557,0.14173998044965774,0.07875087863754893,1.35
132,33.64423099286055,0.0206334775083905,-0.0145307673414926,-0.1425418113741222,-0.006691928457558,0.09286412512218956,0.08578635201043708,1.35
133,33.63146602512495,-0.1033444214765056,-0.0145745896131247,-0.1429716623377664,-0.0059225342779891,0.03421309872922773,0.0916392066968542,1.35
134,33.64048238624123,0.0170261633667866,-0.014619148404227502,-0.14340873751082023,-0.0073945604119056,-0.014662756598240456,0.09659047638137898,1.35
135,33.64944619491993,0.0516464351077939,-0.0145999511523266,-0.14322043256726683,0.0085306351889221,0.004887585532746819,0.11472753751663398,1.35
136,33.6606525333441,0.0783217946471781,-0.0144971605361358,-0.14221216333766348,0.0106272311172205,-0.014662756598240456,0.11378833082132439,1.35
137,33.66382619835352,0.0531691191818991,-0.014394369919944998,-0.1412038926054591,0.0199566745601445,-0.053763440860215006,0.1228401410162856,1.35
138,33.664577483775766,0.0320800642508039,-0.0143633999473498,-0.14090010858104565,0.031023073496364,-0.06353861192570864,0.13582915667818354,1.35
139,33.676356607798176,0.1067289773716148,-0.0143357944613399,-0.14062932664417077,0.0253235638506517,-0.07331378299120228,0.13181428461083786,1.35
140,33.68939417977814,0.1129154638725034,-0.014394572620261498,-0.14120588088955915,0.0201741700373949,-0.21994134897360684,0.12888957376727014,1.35
141,33.686321448047735,0.0254810017164074,-0.0145648570574688,-0.1428761961003142,0.0255928989320032,-0.21994134897360684,0.14934534703672203,1.35
142,33.68759151295785,0.0107831696397495,-0.014735141494676102,-0.1445465071681183,0.0245575124500098,-0.19061583577712593,0.14971212289653063,1.35
143,33.69347629744251,0.0638125497163601,-0.0152905706617003,-0.14999465320141678,0.03128318995644,-0.21994134897360684,0.15646978639399123,1.35
144,33.694228297642944,-0.0007131928818876,-0.0158683732318057,-0.15566220845138143,0.0262772578763678,-0.11241446725317683,0.1593918357425895,1.35
145,33.69579465168002,-0.0084248764993705,-0.0157878675081402,-0.15487254622956195,0.0262500278429799,-0.09286412512218956,0.14803131919298002,1.35
146,33.68637039841669,-0.053581362819821,-0.0148320886694321,-0.14549745502530298,0.0586758208583235,-0.09286412512218956,0.1663934582155524,1.35
147,33.68565491911126,-0.0415158965516485,-0.013876309830723901,-0.13612223090720907,0.0764351112169933,-0.16129032258064502,0.17437980668888298,1.35
148,33.68308114189493,-0.0350540927824043,-0.013392901825974,-0.13138043921633819,0.0891990488227728,-0.19061583577712593,0.1884411505026462,1.35
149,33.67087664334209,-0.083535472357618,-0.012939547052643201,-0.1269334144005804,0.0976649619433193,-0.17106549364613866,0.19519724743419242,1.35
