t,vEgo,aEgo,roll,rollLateralAcceleration,targetLateralAcceleration,currentLateralAcceleration,steerCommand
20,29.184044685633936,0.0408391692205969,0.0281195362729288,0.2758162991102807,0.2006772300022874,0.2006772300022874,-0.1197295739411416
21,29.19065741803324,0.0490772181605477,0.0282521416742804,0.2771166414026007,0.1934032202651121,0.1934032202651121,-0.124549873393602
22,29.19871041083817,0.0756966723955398,0.0287168651025763,0.28167372883292535,0.1890538063193003,0.1890538063193003,-0.1295480744730183
23,29.21417025421094,0.1260704986579629,0.029496935011132198,0.2893229730332831,0.1418140683902551,0.1418140683902551,-0.1603327970073992
24,29.22366725792691,0.1245017845530496,0.030236744841053896,0.2965772705775723,0.1019491886767512,0.1019491886767512,-0.1866028616253473
25,29.244671476516785,0.1696046430117598,0.0303598386886268,0.29778426700631405,0.0840127079496493,0.0840127079496493,-0.1971521076620223
26,29.26628121454879,0.2057280733082161,0.0304829325361996,0.29899125892299916,0.0574734664954739,0.0574734664954739,-0.2124137145534034
27,29.28405512893117,0.169288087379623,0.0303965484608173,0.29814422371733273,-0.0465836526349787,-0.0465836526349787,-0.268815328144675
28,29.308381707176327,0.2169044500093406,0.0301163169974236,0.2953964112951724,-0.0444333620757956,-0.0444333620757956,-0.2660170959483423
29,29.3269242547862,0.1928309122816625,0.029882798759545796,0.29310662814536254,-0.054819769789543,-0.054819769789543,-0.2702958126873225
30,29.353485871385885,0.2434828769473423,0.030434022654378,0.2985116755276809,-0.0536337830318893,-0.0536337830318893,-0.2724208355092004
31,29.37890240032077,0.2379504533047483,0.0309852465492102,0.3039166322078909,-0.0683451485529277,-0.0683451485529277,-0.2831162065680892
32,29.41605321971271,0.3267831075087402,0.03177401846133,0.3116506751184431,-0.0901944592223611,-0.0901944592223611,-0.2987435231031393
33,29.428136753589847,0.1775397893883674,0.0327624589491299,0.3213422281064758,-0.0764879128685461,-0.0764879128685461,-0.2965193022734703
34,29.455630848816668,0.2512857491596835,0.0337166302152883,0.330697477337521,-0.0703098443419012,-0.0703098443419012,-0.2980389013081397
35,29.469314995862085,0.1898848146859911,0.0340699735433194,0.3341617845928832,-0.0663679510926791,-0.0663679510926791,-0.2976952272746981
36,29.502060949556192,0.2873180022883407,0.0344233168713505,0.3376260501276433,-0.0658715866965602,-0.0658715866965602,-0.2990657203405427
37,29.51208790947585,0.1710761256575802,0.0341578495795955,0.3350233469398155,-0.0660831128520191,-0.0660831128520191,-0.2977241420895541
38,29.54167946995353,0.2512143197061721,0.0333359624262775,0.32696522488197544,-0.0704234208320016,-0.0704234208320016,-0.2955460510518334
39,29.556793717487405,0.1838541961845761,0.032529269975114,0.3190558631673586,-0.0748040237686602,-0.0748040237686602,-0.2935645714055996
40,29.59417828501117,0.2968167237319801,0.0319769613402157,0.31364053343411014,-0.0715523161164651,-0.0715523161164651,-0.2886958083605049
